1 ¦			2 ¦			3 ¦			1 - (_6,5мм)			2 -			3 -			1 ? (_9,5мм)			2 ?			3 ?			1 ¦ (+16мм)			изгиб 1 (—мм)		
Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход
сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм
27,8	3855,805	1,389867	27,8	3764,614	1,389833	27,8	2041,658	1,389767																			27,8	3806,051	1,389867			
27,9	3879,276	1,394933	27,9	3788,097	1,3949	27,9	2066,161	1,394833																			27,9	3829,868	1,394967			
28	3903,282	1,399833	28	3811,913	1,399867	28	2090,843	1,3999																			28	3853,219	1,3998			
28,1	3925,086	1,4048	28,1	3833,722	1,4048	28,1	2114,02	1,404833																			28,1	3875,229	1,404767			
28,2	3947,983	1,409933	28,2	3856,732	1,4099	28,2	2138,055	1,4099																			28,2	3898,35	1,409933			
28,3	3971,361	1,414833	28,3	3880,217	1,4148	28,3	2162,033	1,414833																			28,3	3921,096	1,414733			
28,4	3993,308	1,419833	28,4	3902,041	1,4198	28,4	2185,105	1,419833																			28,4	3943,372	1,4198			
28,5	4016,23	1,424967	28,5	3924,893	1,4249	28,5	2208,822	1,4249																			28,5	3966,604	1,424867			
28,6	4038,514	1,429733	28,6	3947,099	1,429767	28,6	2232,075	1,429767																			28,6	3988,315	1,429767			
28,7	4060,533	1,434767	28,7	3969,194	1,434833	28,7	2255,368	1,4348																			28,7	4010,48	1,4348			
28,8	4083,525	1,439967	28,8	3991,825	1,439933	28,8	2279,042	1,4399																			28,8	4033,402	1,4399			
28,9	4105,396	1,4448	28,9	4013,723	1,444767	28,9	2302,453	1,444867																			28,9	4054,782	1,444767			
29	4127,933	1,4499	29	4036,109	1,449833	29	2326,041	1,449867																			29	4077,3	1,4499			
29,1	4150,94	1,454867	29,1	4059,072	1,454867	29,1	2349,904	1,454833																			29,1	4099,943	1,454767			
29,2	4171,933	1,459833	29,2	4080,311	1,4598	29,2	2373,07	1,459833																			29,2	4121,297	1,459733			
29,3	4194,706	1,4649	29,3	4102,931	1,4649	29,3	2396,895	1,4649																			29,3	4144,008	1,464933			
29,4	4217,893	1,469867	29,4	4126,315	1,469833	29,4	2421,281	1,469833																			29,4	4166,933	1,4698			
29,5	4239,416	1,474867	29,5	4147,858	1,474833	29,5	2444,229	1,474833																			29,5	4189,026	1,474833			
29,6	4262,338	1,480033	29,6	4170,938	1,480033	29,6	2468,211	1,479933																			29,6	4212,087	1,479933			
29,7	4284,577	1,4848	29,7	4193,083	1,484867	29,7	2491,862	1,484833																			29,7	4234,098	1,484767			
29,8	4306,345	1,489833	29,8	4214,933	1,4898	29,8	2515,232	1,489833																			29,8	4256,085	1,4898			
29,9	4329,296	1,494967	29,9	4237,89	1,494933	29,9	2538,998	1,4949																			29,9	4279,716	1,494833			
30	4351,443	1,499833	30	4260,016	1,499767	30	2562,735	1,499833																			30	4301,34	1,499767			
30,1	4374,066	1,504867	30,1	4282,581	1,504833	30,1	2586,68	1,504867																			30,1	4324,208	1,5048			
30,2	4397,906	1,509967	30,2	4306,203	1,509933	30,2	2611,132	1,5099																			30,2	4347,853	1,5098			
30,3	4419,266	1,514767	30,3	4327,63	1,514767	30,3	2634,744	1,514767																			30,3	4369,342	1,514733			
30,4	4442,611	1,5199	30,4	4350,341	1,519833	30,4	2658,67	1,5198																			30,4	4392,488	1,5199			
30,5	4466,272	1,524833	30,5	4374,129	1,524833	30,5	2683,466	1,524833																			30,5	4415,692	1,524767			
30,6	4487,525	1,5298	30,6	4394,781	1,529767	30,6	2706,786	1,5298																			30,6	4437,291	1,529767			
30,7	4510,203	1,535	30,7	4417,235	1,534967	30,7	2730,616	1,5349																			30,7	4460,441	1,534967			
30,8	4532,76	1,5398	30,8	4439,843	1,539767	30,8	2754,746	1,5398																			30,8	4482,243	1,539733			
30,9	4553,826	1,544833	30,9	4460,717	1,5448	30,9	2777,654	1,544833																			30,9	4504,249	1,5448			
31	4576,64	1,550033	31	4483,442	1,55	31	2801,449	1,549933																			31	4527,232	1,549933			
31,1	4598,526	1,554833	31,1	4505,299	1,554833	31,1	2825,281	1,554833																			31,1	4548,54	1,5548			
31,2	4620,027	1,5599	31,2	4526,84	1,5599	31,2	2848,824	1,5599																			31,2	4570,41	1,559867			
31,3	4642,543	1,565	31,3	4549,544	1,565	31,3	2872,869	1,564967																			31,3	4593,707	1,564867			
31,4	4663,552	1,569767	31,4	4570,599	1,569767	31,4	2895,916	1,5698																			31,4	4613,966	1,569767			
31,5	4685,032	1,574833	31,5	4591,965	1,5748	31,5	2919,287	1,574833																			31,5	4635,745	1,5749			
31,6	4707,482	1,579867	31,6	4614,875	1,579867	31,6	2943,372	1,5799																			31,6	4658,29	1,579767			
31,7	4727,868	1,584833	31,7	4635,3	1,5848	31,7	2966,356	1,5848																			31,7	4679,168	1,5848			
31,8	4749,619	1,5899	31,8	4657,438	1,589867	31,8	2989,995	1,589867																			31,8	4701,457	1,5899			
31,9	4771,861	1,594833	31,9	4679,799	1,594833	31,9	3014,373	1,594833																			31,9	4723,93	1,594767			
32	4791,864	1,599833	32	4699,951	1,599733	32	3036,806	1,599767																			32	4744,339	1,5997			
32,1	4814,108	1,605033	32,1	4722,26	1,605	32,1	3060,698	1,6049																			32,1	4766,621	1,604867			
32,2	4835,742	1,6098	32,2	4743,732	1,609767	32,2	3084,564	1,6098																			32,2	4787,881	1,6098			
32,3	4856,808	1,614833	32,3	4764,698	1,6148	32,3	3107,589	1,614833																			32,29	4807,048	1,613833			
32,4	4879,098	1,619967	32,4	4786,699	1,619933	32,4	3131,04	1,6199																								
32,5	4899,368	1,6248	32,5	4807,41	1,624767	32,5	3154,195	1,6248																								
32,6	4920,828	1,629867	32,6	4828,566	1,629833	32,6	3177,35	1,6298																								
32,7	4943,37	1,634933	32,7	4850,803	1,634933	32,7	3201,653	1,634933																								
32,8	4963,751	1,639867	32,8	4871,144	1,639867	32,8	3224,672	1,639833																								
32,9	4984,949	1,645	32,9	4892,526	1,644967	32,9	3248,259	1,644833																								
32,99	5004,855	1,649	33	4914,329	1,649833	33	3272,11	1,649867																								
			33,1	4933,853	1,654767	33,1	3294,494	1,654833																								
			33,2	4954,917	1,659967	33,2	3317,905	1,659933																								
			33,3	4975,882	1,664767	33,3	3341,101	1,664833																								
			33,4	4995,777	1,6698	33,4	3363,856	1,669833																								
						33,5	3387,017	1,6749																								
						33,6	3410,083	1,679767																								
						33,7	3432,41	1,684767																								
						33,8	3455,646	1,689933																								
						33,9	3477,941	1,6948																								
						34	3500,977	1,699867																								
						34,1	3524,831	1,7049																								
						34,2	3547,007	1,709767																								
						34,3	3570,674	1,714867																								
						34,4	3595,02	1,719833																								
						34,5	3617,819	1,724833																								
						34,6	3641,642	1,729967																								
						34,7	3664,958	1,734833																								
						34,8	3687,939	1,7398																								
						34,9	3711,533	1,744967																								
						35	3734,868	1,749767																								
						35,1	3758,384	1,754833																								
						35,2	3782,585	1,7599																								
						35,3	3805,022	1,764767																								
						35,4	3828,545	1,769867																								
						35,5	3852,778	1,774833																								
						35,6	3874,595	1,779833																								
						35,7	3897,519	1,784933																								
						35,8	3920,807	1,7898																								
						35,9	3942,759	1,794767																								
						36	3965,863	1,799967																								
						36,1	3988,373	1,8048																								
						36,2	4010,92	1,809833																								
						36,3	4034,259	1,814967																								
						36,4	4056,104	1,8198																								
						36,5	4078,709	1,8248																								
						36,6	4102,081	1,829867																								
						36,7	4123,717	1,834833																								
						36,8	4146,744	1,839933																								
						36,9	4169,795	1,844833																								
						37	4191,136	1,849767																								
						37,1	4213,75	1,855																								
						37,2	4236,327	1,8598																								
						37,3	4258,178	1,8648																								
						37,4	4281,045	1,869967																								
						37,5	4302,649	1,874733																								
						37,6	4324,734	1,879767																								
						37,7	4348,132	1,884967																								
						37,8	4369,298	1,889833																								
						37,9	4391,344	1,894967																								
						38	4414,863	1,899933																								
						38,1	4435,225	1,904833																								
						38,2	4457,415	1,909933																								
						38,3	4479,917	1,914767																								
						38,4	4501,44	1,919833																								
						38,5	4523,838	1,924967																								
						38,6	4545,437	1,929767																								
						38,7	4567,014	1,934733																								
						38,8	4589,652	1,939967																								
						38,9	4610,646	1,944733																								
						39	4632,524	1,949833																								
						39,1	4655,241	1,9549																								
						39,2	4675,968	1,959767																								
						39,3	4697,933	1,964933																								
						39,4	4720,581	1,969833																								
						39,5	4741,39	1,974833																								
						39,6	4763,633	1,98																								
						39,7	4785,102	1,9848																								
						39,8	4806,182	1,9898																								
						39,9	4827,965	1,994967																								
						40	4849,18	1,999767																								
						40,1	4870,596	2,0049																								
						40,2	4892,896	2,0099																								
						40,3	4912,872	2,014767																								
						40,4	4934,202	2,019867																								
						40,5	4956,674	2,0248																								
						40,6	4976,314	2,0298																								
						40,7	4997,476	2,034933																								
