1 _ 1			1 _ 2			1 _ 3		
Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход
сек	Н	мм	сек	Н	мм	сек	Н	мм
			908,56	180,8731	15,14263			
			908,57	180,8675	15,1428			
			908,58	180,8627	15,14297			
			908,59	180,8651	15,14313			
			908,6	180,8739	15,1433			
			908,61	180,8786	15,14347			
			908,62	180,8739	15,14363			
			908,63	180,8651	15,1438			
			908,64	180,862	15,14397			
			908,65	180,8667	15,14413			
			908,66	180,8731	15,1443			
			908,67	180,8739	15,1445			
			908,68	180,8715	15,14467			
			908,69	180,8707	15,14483			
			908,7	180,8715	15,14497			
			908,71	180,8739	15,14517			
			908,72	180,8755	15,14533			
			908,73	180,8739	15,1455			
			908,74	180,8778	15,14567			
			908,75	180,8826	15,14583			
			908,76	180,8866	15,146			
			908,77	180,8842	15,14617			
			908,78	180,8786	15,14633			
			908,79	180,8763	15,1465			
			908,8	180,8763	15,14663			
			908,81	180,8755	15,14683			
			908,82	180,8707	15,147			
			908,83	180,8643	15,14717			
			908,84	180,8564	15,1473			
			908,85	180,8461	15,14747			
			908,86	180,8294	15,14763			
			908,87	180,8079	15,14783			
			908,88	180,7857	15,148			
			908,89	180,7682	15,14817			
			908,9	180,757	15,14833			
			908,91	180,7483	15,1485			
			908,92	180,734	15,14867			
			908,93	180,7094	15,14883			
			908,94	180,68	15,149			
			908,95	180,6497	15,14917			
			908,96	180,6243	15,1493			
			908,97	180,5981	15,14947			
			908,98	180,5711	15,14963			
			908,99	180,5464	15,1498			
			909	180,5282	15,14993			
			909,01	180,5099	15,1501			
			909,02	180,486	15,1503			
			909,03	180,4622	15,1505			
			909,04	180,4423	15,15067			
			909,05	180,432	15,15083			
			909,06	180,432	15,151			
			909,07	180,4376	15,15113			
			909,08	180,4431	15,1513			
			909,09	180,4431	15,1515			
			909,1	180,4399	15,15163			
			909,11	180,4344	15,15177			
			909,12	180,4296	15,15197			
			909,13	180,4288	15,1521			
			909,14	180,4336	15,15227			
			909,15	180,4455	15,15247			
			909,16	180,4543	15,15263			
			909,17	180,4543	15,15283			
			909,18	180,4535	15,153			
			909,19	180,4558	15,15313			
			909,2	180,4646	15,1533			
			909,21	180,4725	15,15347			
			909,22	180,4765	15,15363			
			909,23	180,4789	15,1538			
			909,24	180,4829	15,15397			
			909,25	180,4892	15,15417			
			909,26	180,4948	15,1543			
			909,27	180,4996	15,15447			
			909,28	180,5059	15,15463			
			909,29	180,5107	15,1548			
			909,3	180,5186	15,15497			
			909,31	180,5258	15,15513			
			909,32	180,5298	15,1553			
			909,33	180,5345	15,1555			
			909,34	180,5433	15,15567			
			909,35	180,5568	15,15583			
			909,36	180,5655	15,156			
			909,37	180,5703	15,15617			
			909,38	180,5727	15,1563			
			909,39	180,5798	15,15643			
			909,4	180,5862	15,1566			
			909,41	180,5886	15,15677			
			909,42	180,5901	15,15697			
			909,43	180,5909	15,15713			
			909,44	180,5949	15,15733			
			909,45	180,5997	15,15753			
			909,46	180,6045	15,15773			
			909,47	180,6084	15,15783			
			909,48	180,6132	15,158			
			909,49	180,6203	15,15817			
			909,5	180,6243	15,1583			
			909,51	180,6219	15,15847			
			909,52	180,6132	15,15863			
			909,53	180,6021	15,1588			
			909,54	180,5949	15,15897			
			909,55	180,5997	15,15917			
			909,56	180,6132	15,15933			
			909,57	180,6267	15,1595			
			909,58	180,6362	15,15967			
			909,59	180,6402	15,15983			
			909,6	180,6442	15,16			
			909,61	180,645	15,16017			
			909,62	180,6418	15,16033			
			909,63	180,6402	15,1605			
			909,64	180,6426	15,16067			
			909,65	180,6474	15,16083			
			909,66	180,6497	15,161			
			909,67	180,649	15,16113			
			909,68	180,649	15,1613			
			909,69	180,6561	15,1615			
			909,7	180,6672	15,16167			
			909,71	180,6736	15,1618			
			909,72	180,6736	15,16197			
			909,73	180,6744	15,16213			
			909,74	180,6784	15,1623			
			909,75	180,6768	15,16247			
			909,76	180,6744	15,16263			
			909,77	180,6768	15,16283			
			909,78	180,6831	15,163			
			909,79	180,6895	15,16317			
			909,8	180,6966	15,16337			
			909,81	180,707	15,1635			
			909,82	180,7149	15,16367			
			909,83	180,7229	15,16383			
			909,84	180,7316	15,164			
			909,85	180,7396	15,16417			
			909,86	180,7459	15,1643			
			909,87	180,7499	15,16447			
			909,88	180,7531	15,16463			
			909,89	180,7531	15,1648			
			909,9	180,7507	15,16497			
			909,91	180,7459	15,16513			
			909,92	180,7483	15,1653			
			909,93	180,7547	15,16547			
			909,94	180,7594	15,16563			
			909,95	180,761	15,1658			
			909,96	180,7618	15,166			
			909,97	180,7618	15,1662			
			909,98	180,761	15,16633			
			909,99	180,7586	15,1665			
			910	180,7618	15,16667			
			910,01	180,7706	15,1668			
			910,02	180,7817	15,16697			
			910,03	180,7928	15,16713			
			910,04	180,7968	15,1673			
			910,05	180,7968	15,16747			
			910,06	180,7976	15,16763			
			910,07	180,8039	15,1678			
			910,08	180,8111	15,16797			
			910,09	180,8151	15,16813			
			910,1	180,8127	15,1683			
			910,11	180,8079	15,16847			
			910,12	180,8063	15,16863			
			910,13	180,8087	15,1688			
			910,14	180,8087	15,16897			
			910,15	180,8039	15,16913			
			910,16	180,8015	15,1693			
			910,17	180,8039	15,1695			
			910,18	180,8087	15,16963			
			910,19	180,8174	15,1698			
			910,2	180,8326	15,16997			
			910,21	180,8461	15,17013			
			910,22	180,8564	15,17033			
			910,23	180,8627	15,17047			
			910,24	180,8651	15,17063			
			910,25	180,8643	15,1708			
			910,26	180,8627	15,17097			
			910,27	180,8643	15,17113			
			910,28	180,8675	15,1713			
			910,29	180,8691	15,17143			
			910,3	180,8667	15,17163			
			910,31	180,8643	15,1718			
			910,32	180,8691	15,172			
			910,33	180,8786	15,17217			
			910,34	180,8874	15,1723			
			910,35	180,8914	15,1725			
			910,36	180,8937	15,17263			
			910,37	180,8961	15,17283			
			910,38	180,8937	15,173			
			910,39	180,8898	15,17313			
			910,4	180,8898	15,1733			
			910,41	180,8985	15,17347			
			910,42	180,9096	15,17367			
			910,43	180,9208	15,17383			
			910,44	180,9303	15,174			
			910,45	180,9382	15,17417			
			910,46	180,9414	15,17433			
			910,47	180,943	15,1745			
			910,48	180,9414	15,17463			
			910,49	180,939	15,17483			
			910,5	180,943	15,175			
			910,51	180,9518	15,17513			
			910,52	180,9589	15,1753			
			910,53	180,9589	15,17547			
			910,54	180,9573	15,1756			
			910,55	180,9637	15,1758			
			910,56	180,9684	15,17597			
			910,57	180,9708	15,17617			
			910,58	180,9724	15,17633			
			910,59	180,9788	15,17647			
			910,6	180,9859	15,17663			
			910,61	180,9931	15,17677			
			910,62	180,9971	15,17697			
			910,63	180,9986	15,17713			
			910,64	180,9955	15,1773			
			910,65	180,9955	15,17747			
			910,66	181,0018	15,17763			
			910,67	181,009	15,17783			
			910,68	181,009	15,17797			
			910,69	181,0082	15,17813			
			910,7	181,0145	15,1783			
			910,71	181,0225	15,17847			
			910,72	181,028	15,17863			
			910,73	181,0312	15,1788			
			910,74	181,0304	15,17897			
			910,75	181,0312	15,17913			
			910,76	181,0416	15,1793			
			910,77	181,0551	15,17943			
			910,78	181,0606	15,17963			
			910,79	181,0574	15,17977			
			910,8	181,0551	15,17997			
			910,81	181,0559	15,18013			
			910,82	181,0598	15,1803			
			910,83	181,0622	15,18047			
			910,84	181,0662	15,18063			
			910,85	181,0749	15,1808			
			910,86	181,0853	15,18097			
			910,87	181,0916	15,18113			
			910,88	181,0956	15,1813			
			910,89	181,0964	15,1815			
			910,9	181,0964	15,18163			
			910,91	181,0964	15,1818			
			910,92	181,1028	15,18197			
			910,93	181,1139	15,18213			
			910,94	181,1234	15,1823			
			910,95	181,129	15,18247			
			910,96	181,1266	15,18263			
			910,97	181,1202	15,1828			
			910,98	181,1202	15,18297			
			910,99	181,1314	15,18313			
			911	181,1449	15,1833			
			911,01	181,1536	15,18347			
			911,02	181,1608	15,18363			
			911,03	181,1679	15,1838			
			911,04	181,1743	15,18397			
			911,05	181,1783	15,18413			
			911,06	181,1806	15,1843			
			911,07	181,1854	15,18447			
			911,08	181,1878	15,18463			
			911,09	181,1894	15,1848			
			911,1	181,1902	15,18497			
			911,11	181,1926	15,18513			
			911,12	181,1973	15,1853			
			911,13	181,2037	15,18547			
			911,14	181,2108	15,18563			
			911,15	181,2172	15,18583			
			911,16	181,222	15,18597			
			911,17	181,2259	15,18613			
			911,18	181,2283	15,18633			
			911,19	181,2307	15,1865			
			911,2	181,2323	15,18667			
			911,21	181,2371	15,18683			
			911,22	181,2458	15,18697			
			911,23	181,253	15,18717			
			911,24	181,2506	15,1873			
			911,25	181,2418	15,18747			
			911,26	181,2379	15,18763			
			911,27	181,2442	15,1878			
			911,28	181,2553	15,188			
			911,29	181,2617	15,18817			
			911,3	181,2641	15,1883			
			911,31	181,2665	15,18847			
			911,32	181,2712	15,18863			
			911,33	181,2776	15,18877			
			911,34	181,2816	15,18893			
			911,35	181,2816	15,18913			
			911,36	181,2792	15,1893			
			911,37	181,2792	15,18947			
			911,38	181,2824	15,18963			
			911,39	181,2887	15,1898			
			911,4	181,2959	15,18997			
			911,41	181,3006	15,1901			
			911,42	181,3062	15,19027			
			911,43	181,3094	15,19043			
			911,44	181,3086	15,19063			
			911,45	181,3086	15,1908			
			911,46	181,3157	15,191			
			911,47	181,3269	15,19117			
			911,48	181,334	15,19133			
			911,49	181,338	15,1915			
			911,5	181,3428	15,19167			
			911,51	181,3443	15,1918			
			911,52	181,3412	15,19197			
			911,53	181,3404	15,19213			
			911,54	181,3428	15,1923			
			911,55	181,3515	15,19247			
			911,56	181,3563	15,19263			
			911,57	181,3563	15,1928			
			911,58	181,3555	15,19297			
			911,59	181,3579	15,19313			
			911,6	181,3658	15,1933			
			911,61	181,3737	15,19347			
			911,62	181,3769	15,19363			
			911,63	181,3761	15,19377			
			911,64	181,3745	15,19397			
			911,65	181,3761	15,19413			
			911,66	181,3825	15,1943			
			911,67	181,3944	15,19447			
			911,68	181,4079	15,19463			
			911,69	181,4167	15,1948			
			911,7	181,4175	15,19497			
			911,71	181,4175	15,1951			
			911,72	181,423	15,19527			
			911,73	181,431	15,19543			
			911,74	181,4397	15,19563			
			911,75	181,4413	15,1958			
			911,76	181,4373	15,19597			
			911,77	181,4342	15,19617			
			911,78	181,435	15,1963			
			911,79	181,4421	15,19643			
			911,8	181,4524	15,1966			
			911,81	181,4572	15,19677			
			911,82	181,4588	15,19697			
			911,83	181,4596	15,19713			
			911,84	181,4667	15,1973			
			911,85	181,4779	15,19743			
			911,86	181,4866	15,19763			
			911,87	181,4914	15,1978			
			911,88	181,4906	15,19797			
			911,89	181,4882	15,19813			
			911,9	181,489	15,19833			
			911,91	181,4953	15,19847			
			911,92	181,5041	15,19863			
			911,93	181,5112	15,19883			
			911,94	181,516	15,19897			
			911,95	181,5152	15,19913			
			911,96	181,5073	15,1993			
			911,97	181,5041	15,1995			
			911,98	181,5049	15,19963			
			911,99	181,5105	15,1998			
			912	181,5152	15,19997			
			912,01	181,5216	15,20013			
			912,02	181,5295	15,2003			
			912,03	181,5335	15,2005			
			912,04	181,5295	15,20067			
			912,05	181,5271	15,20083			
			912,06	181,5359	15,20097			
			912,07	181,551	15,20117			
			912,08	181,5581	15,20133			
			912,09	181,5597	15,20153			
			912,1	181,5645	15,2017			
			912,11	181,5701	15,20183			
			912,12	181,5716	15,202			
			912,13	181,5701	15,20213			
			912,14	181,5701	15,2023			
			912,15	181,5732	15,20247			
			912,16	181,5732	15,20263			
			912,17	181,5732	15,2028			
			912,18	181,5716	15,20297			
			912,19	181,5669	15,20317			
			912,2	181,5621	15,20333			
			912,21	181,5645	15,2035			
			912,22	181,5764	15,20363			
			912,23	181,5899	15,2038			
			912,24	181,5987	15,20397			
			912,25	181,5987	15,20413			
			912,26	181,5923	15,2043			
			912,27	181,5899	15,2045			
			912,28	181,5939	15,20463			
			912,29	181,6003	15,2048			
			912,3	181,6026	15,20497			
			912,31	181,6034	15,20513			
			912,32	181,6074	15,2053			
			912,33	181,6098	15,20547			
			912,34	181,6138	15,20567			
			912,35	181,6193	15,20583			
			912,36	181,6249	15,206			
			912,37	181,6257	15,20613			
			912,38	181,6257	15,2063			
			912,39	181,6297	15,20643			
			912,4	181,636	15,2066			
			912,41	181,6416	15,2068			
			912,42	181,6456	15,20697			
			912,43	181,6495	15,20713			
			912,44	181,6503	15,20733			
			912,45	181,6503	15,2075			
			912,46	181,6503	15,20763			
			912,47	181,6519	15,20783			
			912,48	181,6543	15,20797			
			912,49	181,6591	15,20813			
			912,5	181,6599	15,2083			
			912,51	181,6575	15,20847			
			912,52	181,6519	15,20863			
			912,53	181,6479	15,2088			
			912,54	181,6503	15,20897			
			912,55	181,6543	15,20913			
			912,56	181,6567	15,2093			
			912,57	181,6567	15,20947			
			912,58	181,6575	15,20963			
			912,59	181,6591	15,20977			
			912,6	181,6527	15,20997			
			912,61	181,6392	15,21013			
			912,62	181,6297	15,2103			
			912,63	181,6257	15,21047			
			912,64	181,6281	15,21063			
			912,65	181,6328	15,2108			
			912,66	181,632	15,21097			
			912,67	181,6217	15,2111			
			912,68	181,6058	15,2113			
			912,69	181,5915	15,21147			
			912,7	181,578	15,21163			
			912,71	181,5669	15,21183			
			912,72	181,5581	15,212			
			912,73	181,551	15,21217			
			912,74	181,5406	15,2123			
			912,75	181,5287	15,2125			
			912,76	181,5112	15,2127			
			912,77	181,489	15,21283			
			912,78	181,4636	15,21297			
			912,79	181,4397	15,21313			
			912,8	181,4127	15,21327			
			912,81	181,3761	15,21347			
			912,82	181,3316	15,21363			
			912,83	181,2911	15,21383			
			912,84	181,2569	15,214			
			912,85	181,2267	15,21413			
			912,86	181,2013	15,2143			
			912,87	181,1767	15,2145			
			912,88	181,1536	15,21463			
			912,89	181,1361	15,2148			
			912,9	181,1202	15,21497			
			912,91	181,1043	15,21513			
			912,92	181,0956	15,2153			
			912,93	181,094	15,21547			
			912,94	181,094	15,21563			
			912,95	181,0869	15,2158			
			912,96	181,0757	15,21597			
			912,97	181,0638	15,21617			
			912,98	181,0535	15,21633			
			912,99	181,0535	15,2165			
			913	181,0638	15,21667			
			913,01	181,0749	15,21683			
			913,02	181,0773	15,21697			
			913,03	181,0718	15,21713			
			913,04	181,0686	15,2173			
			913,05	181,0694	15,21747			
			913,06	181,0718	15,21763			
			913,07	181,0749	15,2178			
			913,08	181,0781	15,21797			
			913,09	181,0884	15,21813			
			913,1	181,098	15,2183			
			913,11	181,1028	15,21847			
			913,12	181,1028	15,21863			
			913,13	181,1028	15,21883			
			913,14	181,102	15,219			
			913,15	181,1067	15,21913			
			913,16	181,1187	15,2193			
			913,17	181,1345	15,21947			
			913,18	181,1457	15,21963			
			913,19	181,1496	15,2198			
			913,2	181,1512	15,21997			
			913,21	181,1496	15,22013			
			913,22	181,1473	15,2203			
			913,23	181,1449	15,22043			
			913,24	181,1449	15,22063			
			913,25	181,1449	15,2208			
			913,26	181,1401	15,22097			
			913,27	181,1361	15,22113			
			913,28	181,1369	15,2213			
			913,29	181,1425	15,22147			
			913,3	181,1449	15,22163			
			913,31	181,1481	15,2218			
			913,32	181,152	15,22197			
			913,33	181,152	15,22213			
			913,34	181,1481	15,2223			
			913,35	181,1481	15,22247			
			913,36	181,1512	15,22263			
			913,37	181,1536	15,2228			
			913,38	181,152	15,22297			
			913,39	181,1481	15,22313			
			913,4	181,1457	15,2233			
			913,41	181,1449	15,22347			
			913,42	181,1425	15,22363			
			913,43	181,1385	15,2238			
			913,44	181,1361	15,22397			
			913,45	181,1345	15,22413			
			913,46	181,1361	15,2243			
			913,47	181,1337	15,22447			
			913,48	181,1274	15,22463			
			913,49	181,1226	15,2248			
			913,5	181,1234	15,22497			
			913,51	181,1298	15,22517			
			913,52	181,1337	15,2253			
			913,53	181,1322	15,2255			
			913,54	181,1314	15,22563			
			913,55	181,1345	15,2258			
			913,56	181,1433	15,22597			
			913,57	181,1496	15,22613			
			913,58	181,1496	15,2263			
			913,59	181,1449	15,22647			
			913,6	181,1401	15,22663			
			913,61	181,1385	15,2268			
			913,62	181,1401	15,22697			
			913,63	181,1433	15,22713			
			913,64	181,1457	15,2273			
			913,65	181,1481	15,2275			
			913,66	181,1473	15,22767			
			913,67	181,1433	15,2278			
			913,68	181,1425	15,228			
			913,69	181,1433	15,2282			
			913,7	181,1425	15,22837			
			913,71	181,1345	15,22853			
			913,72	181,1322	15,2287			
			913,73	181,1409	15,22883			
			913,74	181,1536	15,229			
			913,75	181,1592	15,22913			
			913,76	181,1544	15,2293			
			913,77	181,1457	15,2295			
			913,78	181,1345	15,22967			
			913,79	181,1266	15,22983			
			913,8	181,125	15,22997			
			913,81	181,1337	15,23013			
			913,82	181,1473	15,2303			
			913,83	181,1536	15,23047			
			913,84	181,1512	15,23063			
			913,85	181,1449	15,2308			
			913,86	181,1409	15,23097			
			913,87	181,1385	15,23113			
			913,88	181,1361	15,2313			
			913,89	181,1369	15,2315			
			913,9	181,1433	15,23167			
			913,91	181,1496	15,23183			
			913,92	181,1536	15,232			
			913,93	181,1544	15,23217			
			913,94	181,1536	15,2323			
			913,95	181,156	15,23247			
			913,96	181,1631	15,23263			
			913,97	181,1719	15,2328			
			913,98	181,1806	15,233			
			913,99	181,1838	15,23313			
			914	181,1862	15,23333			
			914,01	181,1878	15,2335			
			914,02	181,1918	15,23367			
			914,03	181,1949	15,2338			
			914,04	181,1965	15,23397			
			914,05	181,1949	15,2341			
			914,06	181,1942	15,2343			
			914,07	181,1926	15,2345			
			914,08	181,1902	15,23467			
			914,09	181,1854	15,2348			
			914,1	181,1783	15,23497			
			914,11	181,1727	15,23513			
			914,12	181,1703	15,2353			
			914,13	181,1703	15,2355			
			914,14	181,1719	15,23567			
			914,15	181,1719	15,23583			
			914,16	181,1679	15,236			
			914,17	181,1655	15,23613			
			914,18	181,1671	15,2363			
			914,19	181,1719	15,23643			
			914,2	181,1806	15,2366			
			914,21	181,1878	15,23677			
			914,22	181,1878	15,23693			
			914,23	181,1806	15,23713			
			914,24	181,1751	15,2373			
			914,25	181,1751	15,2375			
			914,26	181,1783	15,23767			
			914,27	181,183	15,2378			
			914,28	181,1894	15,23793			
			914,29	181,1918	15,2381			
			914,3	181,1878	15,2383			
			914,31	181,183	15,23847			
			914,32	181,183	15,23863			
			914,33	181,1854	15,23883			
			914,34	181,1878	15,239			
			914,35	181,1926	15,23917			
			914,36	181,2029	15,2393			
			914,37	181,2124	15,23943			
			914,38	181,2148	15,23963			
			914,39	181,21	15,23983			
			914,4	181,2061	15,24			
			914,41	181,2077	15,24017			
			914,42	181,2132	15,24033			
			914,43	181,2164	15,24053			
			914,44	181,2172	15,2407			
			914,45	181,2188	15,24087			
			914,46	181,2196	15,24103			
			914,47	181,2188	15,24117			
			914,48	181,2164	15,24133			
			914,49	181,21	15,2415			
			914,5	181,1997	15,24163			
			914,51	181,1942	15,2418			
			914,52	181,1949	15,24197			
			914,53	181,1989	15,24217			
			914,54	181,1973	15,2423			
			914,55	181,1942	15,24247			
			914,56	181,1918	15,24263			
			914,57	181,1918	15,2428			
			914,58	181,1973	15,24297			
			914,59	181,21	15,24313			
			914,6	181,2188	15,24333			
			914,61	181,2188	15,2435			
			914,62	181,2124	15,24367			
			914,63	181,2085	15,2438			
			914,64	181,2124	15,24397			
			914,65	181,2196	15,24417			
			914,66	181,2267	15,24433			
			914,67	181,2347	15,2445			
			914,68	181,2434	15,24467			
			914,69	181,2482	15,24483			
			914,7	181,2434	15,245			
			914,71	181,2299	15,24517			
			914,72	181,2164	15,24533			
			914,73	181,2164	15,2455			
			914,74	181,2259	15,24567			
			914,75	181,2355	15,24583			
