41.7мм @1мм/мин			9.8мм @1мм/мин			6.0мм @1мм/мин			6.0мм @3мм/мин		
Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход
сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм
						565,1	137,9212	9,4183			
						565,2	137,9474	9,419967			
						565,3	137,9625	9,421634			
						565,4	137,9863	9,423367			
						565,5	138,0245	9,425			
						565,6	138,0555	9,4266			
						565,7	138,0579	9,4283			
						565,8	138,0865	9,429967			
						565,9	138,127	9,431633			
						566	138,1524	9,4333			
						566,1	138,1723	9,434967			
						566,2	138,1985	9,436666			
						566,3	138,2287	9,4383			
						566,4	138,2597	9,439967			
						566,5	138,2724	9,441633			
						566,6	138,3082	9,4433			
						566,7	138,3082	9,444966			
						566,8	138,3376	9,446633			
						566,9	138,3432	9,4483			
						567	138,3805	9,449966			
						567,1	138,4195	9,451667			
						567,2	138,4417	9,4533			
						567,3	138,4664	9,454967			
						567,4	138,4934	9,456634			
						567,5	138,5061	9,4583			
						567,6	138,5284	9,459967			
						567,7	138,5514	9,461634			
						567,8	138,5919	9,4633			
						567,9	138,6134	9,464967			
						568	138,6317	9,466634			
						568,1	138,6563	9,4683			
						568,2	138,6674	9,469967			
						568,3	138,708	9,471634			
						568,4	138,7334	9,4733			
						568,5	138,7549	9,474967			
						568,6	138,7938	9,476633			
						568,7	138,8001	9,478333			
						568,8	138,8145	9,48			
						568,9	138,8367	9,4816			
						569	138,8582	9,4833			
						569,1	138,8947	9,484967			
						569,2	138,9098	9,486633			
						569,3	138,9289	9,4883			
						569,4	138,9623	9,49			
						569,5	138,9782	9,491667			
						569,6	139,0274	9,493367			
						569,7	139,029	9,494967			
						569,8	139,0783	9,496667			
						569,9	139,1013	9,498333			
						570	139,1164	9,499967			
						570,1	139,1443	9,501634			
						570,2	139,1689	9,5033			
						570,3	139,1999	9,504967			
						570,4	139,1975	9,506667			
						570,5	139,2221	9,508333			
						570,6	139,2762	9,509967			
						570,7	139,308	9,511666			
						570,8	139,312	9,5133			
						570,9	139,3573	9,514967			
						571	139,3731	9,516633			
						571,1	139,3771	9,5183			
						571,2	139,424	9,519967			
						571,3	139,455	9,521633			
						571,4	139,4788	9,5233			
						571,5	139,4844	9,524967			
						571,6	139,5146	9,526633			
						571,7	139,5321	9,528267			
						571,8	139,5655	9,529966			
						571,9	139,5679	9,531633			
						572	139,5965	9,533334			
						572,1	139,6179	9,535			
						572,2	139,6418	9,5366			
						572,3	139,6799	9,538301			
						572,4	139,6982	9,539967			
						572,5	139,7133	9,541634			
						572,6	139,7339	9,543333			
						572,7	139,7761	9,544967			
						572,8	139,7991	9,546634			
						572,9	139,8285	9,5483			
						573	139,8508	9,549967			
						573,1	139,8603	9,551634			
						573,2	139,9048	9,5533			
						573,3	139,9445	9,554967			
						573,4	139,9557	9,556633			
						573,5	139,9787	9,5583			
						573,6	139,974	9,559967			
						573,7	140,005	9,561666			
						573,8	140,0479	9,563334			
						573,9	140,0264	9,565001			
						574	140,0264	9,566667			
						574,1	140,0129	9,5683			
						574,2	139,9382	9,569934			
						574,3	139,8436	9,571633			
						574,4	139,815	9,5733			
						574,5	139,842	9,575			
						574,6	139,8571	9,576633			
						574,7	139,8738	9,5783			
						574,8	139,9088	9,58			
						574,9	139,9064	9,581634			
						575	139,9318	9,5833			
						575,1	139,9247	9,585			
						575,2	139,9255	9,586634			
						575,3	139,9453	9,588333			
						575,4	139,9517	9,59			
						575,5	139,9692	9,591667			
						575,6	139,97	9,5933			
						575,7	139,9986	9,595			
						575,8	140,0105	9,596634			
						575,9	140,032	9,5983			
						576	140,0415	9,599967			
						576,1	140,0526	9,601633			
						576,2	140,0749	9,6033			
						576,3	140,0884	9,605			
						576,4	140,1115	9,606633			
						576,5	140,1265	9,6083			
						576,6	140,1202	9,609967			
						576,7	140,1409	9,611633			
						576,8	140,1631	9,613334			
						576,9	140,1536	9,614966			
						577	140,1575	9,616633			
						577,1	140,1877	9,618334			
						577,2	140,2036	9,62			
						577,3	140,2251	9,621634			
						577,4	140,2434	9,623301			
						577,5	140,2569	9,625033			
						577,6	140,2799	9,626667			
						577,7	140,2903	9,628333			
						577,8	140,2926	9,629967			
						577,9	140,3014	9,631634			
						578	140,264	9,6333			
						578,1	140,1043	9,635			
						578,2	140,0646	9,636634			
						578,3	140,1218	9,6383			
						578,4	140,1655	9,639967			
						578,5	140,2076	9,641633			
						578,6	140,2521	9,643267			
						578,7	140,3109	9,645			
						578,8	140,3451	9,646667			
						578,9	140,3832	9,6483			
						579	140,3896	9,650001			
						579,1	140,4047	9,651633			
						579,2	140,4277	9,653267			
						579,3	140,4516	9,654966			
						579,4	140,4675	9,656633			
						579,5	140,5104	9,6583			
						579,6	140,5398	9,660033			
						579,7	140,5803	9,661633			
						579,8	140,5978	9,663301			
						579,9	140,6209	9,664967			
						580	140,6678	9,666634			
						580,1	140,6678	9,668333			
						580,2	140,7146	9,669967			
						580,3	140,7234	9,671634			
						580,4	140,7758	9,6733			
						580,5	140,7822	9,675			
						580,6	140,7957	9,676634			
						580,7	140,8275	9,6783			
						580,8	140,8545	9,679967			
						580,9	140,8855	9,681633			
						581	140,8943	9,6833			
						581,1	140,9443	9,684934			
						581,2	140,9435	9,6866			
						581,3	140,9888	9,688334			
						581,4	140,9928	9,689967			
						581,5	141,0182	9,691667			
						581,6	141,0405	9,6933			
						581,7	141,0627	9,695			
						581,8	141,0921	9,696633			
						581,9	141,1057	9,6983			
						582	141,1454	9,7			
						582,1	141,1613	9,701633			
						582,2	141,1971	9,7033			
						582,3	141,2201	9,705			
						582,4	141,2495	9,706634			
						582,5	141,2733	9,708333			
						582,6	141,2829	9,709967			
						582,7	141,3234	9,711634			
						582,8	141,3282	9,7133			
						582,9	141,3695	9,714967			
						583	141,3639	9,716634			
						583,1	141,4212	9,7183			
						583,2	141,4394	9,719967			
						583,3	141,5006	9,721634			
						583,4	141,4943	9,7233			
						583,5	141,5292	9,724967			
						583,6	141,5428	9,726633			
						583,7	141,5793	9,728333			
						583,8	141,6214	9,730034			
						583,9	141,6421	9,731633			
						584	141,6572	9,7333			
						584,1	141,693	9,735			
						584,2	141,7208	9,736633			
						584,3	141,7494	9,738334			
						584,4	141,7716	9,74			
						584,5	141,7963	9,741633			
						584,6	141,8145	9,7433			
						584,7	141,8304	9,745			
						584,8	141,8463	9,746667			
						584,9	141,8861	9,748301			
						585	141,898	9,749967			
						585,1	141,925	9,751667			
						585,2	141,9473	9,753333			
						585,3	141,9783	9,755			
						585,4	141,9894	9,756634			
						585,5	142,0259	9,758333			
						585,6	142,0387	9,76			
						585,7	142,0585	9,761667			
						585,8	142,0704	9,7633			
						585,9	142,084	9,764967			
						586	142,1372	9,766633			
						586,1	142,1531	9,7683			
						586,2	142,1801	9,769967			
						586,3	142,1833	9,771667			
						586,4	142,2032	9,7733			
						586,5	142,1913	9,774967			
						586,6	142,1372	9,776667			
						586,7	142,0474	9,7783			
						586,8	141,9957	9,779966			
						586,9	142,0077	9,781633			
						587	142,0093	9,7833			
						587,1	142,0363	9,785			
						587,2	142,0339	9,786667			
						587,3	142,0689	9,788301			
						587,4	142,0879	9,79			
						587,5	142,0792	9,791667			
						587,6	142,0879	9,7933			
						587,7	142,1102	9,794967			
						587,8	142,1237	9,796634			
						587,9	142,1245	9,7983			
						588	142,1245	9,8			
						588,1	142,1491	9,801634			
						588,2	142,1563	9,803333			
						588,3	142,1825	9,804967			
						588,4	142,1754	9,806633			
						588,5	142,1849	9,8083			
						588,6	142,2072	9,809967			
						588,7	142,2191	9,811666			
						588,8	142,235	9,8133			
						588,9	142,2501	9,814967			
						589	142,2731	9,816633			
						589,1	142,2771	9,8183			
						589,2	142,2954	9,819966			
						589,3	142,3359	9,821633			
						589,4	142,3391	9,823334			
						589,5	142,3311	9,825			
						589,6	142,3772	9,826633			
						589,7	142,3709	9,8283			
						589,8	142,4185	9,83			
						589,9	142,4122	9,831667			
						590	142,3979	9,833333			
						590,1	142,3955	9,834967			
						590,2	142,3065	9,836667			
						590,3	142,192	9,838333			
						590,4	142,2246	9,84			
						590,5	142,2699	9,841634			
						590,6	142,3129	9,8433			
						590,7	142,351	9,844967			
						590,8	142,378	9,846634			
						590,9	142,4297	9,8483			
						591	142,4567	9,849967			
						591,1	142,4988	9,851633			
						591,2	142,5123	9,853333			
						591,3	142,5235	9,854967			
						591,4	142,5576	9,856633			
						591,5	142,5711	9,8583			
						591,6	142,5823	9,86			
						591,7	142,6363	9,861633			
						591,8	142,6601	9,8633			
						591,9	142,6744	9,864966			
						592	142,6983	9,866633			
						592,1	142,7277	9,8683			
						592,2	142,7571	9,87			
						592,3	142,7857	9,8716			
						592,4	142,8135	9,873301			
						592,5	142,8246	9,874967			
						592,6	142,8493	9,876634			
						592,7	142,8898	9,8783			
						592,8	142,9001	9,879967			
						592,9	142,9415	9,881667			
						593	142,9566	9,8833			
						593,1	142,9796	9,884967			
						593,2	143,017	9,886634			
						593,3	143,0464	9,8883			
						593,4	143,0766	9,889967			
						593,5	143,1092	9,891633			
						593,6	143,1187	9,893333			
						593,7	143,168	9,894967			
						593,8	143,168	9,896667			
						593,9	143,1886	9,8983			
						594	143,2149	9,900001			
						594,1	143,2427	9,901667			
						594,2	143,284	9,9033			
						594,3	143,3134	9,904966			
						594,4	143,338	9,9067			
						594,5	143,3524	9,9083			
						594,6	143,3698	9,909966			
						594,7	143,4143	9,911667			
						594,8	143,4334	9,913301			
						594,9	143,4573	9,915			
						595	143,4962	9,916634			
						595,1	143,4962	9,9183			
						595,2	143,5455	9,919967			
						595,3	143,551	9,921634			
						595,4	143,5836	9,923333			
						595,5	143,617	9,924967			
						595,6	143,6162	9,926634			
						595,7	143,6869	9,9283			
						595,8	143,7171	9,929967			
						595,9	143,7203	9,931633			
						596	143,741	9,9333			
						596,1	143,7807	9,935			
						596,2	143,799	9,936666			
						596,3	143,83	9,9383			
						596,4	143,8483	9,939967			
						596,5	143,888	9,941633			
						596,6	143,9015	9,9433			
						596,7	143,9063	9,944934			
						596,8	143,9357	9,946633			
						596,9	143,973	9,948334			
						597	143,9889	9,949966			
						597,1	144,0191	9,951633			
						597,2	144,0215	9,9533			
						597,3	144,0676	9,954933			
						597,4	144,0835	9,956634			
						597,5	144,0946	9,9583			
						597,6	144,1415	9,96			
						597,7	144,1375	9,961634			
						597,8	144,1312	9,9633			
						597,9	144,0859	9,964967			
						598	144,012	9,966634			
						598,1	143,9492	9,9683			
						598,2	143,9317	9,969967			
						598,3	143,9468	9,971634			
						598,4	143,9667	9,9733			
						598,5	143,9889	9,974967			
						598,6	144,0009	9,976633			
						598,7	144,0247	9,9783			
						598,8	144,0342	9,98			
						598,9	144,0318	9,981633			
						599	144,0541	9,983334			
						599,1	144,0771	9,984967			
						599,2	144,0795	9,986633			
						599,3	144,0954	9,988334			
						599,4	144,1042	9,99			
						599,5	144,1081	9,991633			
						599,6	144,1328	9,9933			
						599,7	144,1423	9,994967			
						599,8	144,1336	9,996667			
						599,9	144,1868	9,998301			
						600	144,1979	9,999967			
						600,1	144,1964	10,00163			
						600,2	144,2091	10,00327			
						600,3	144,2345	10,00497			
						600,4	144,2369	10,00667			
						600,5	144,2607	10,00833			
						600,6	144,2583	10,00997			
						600,7	144,2878	10,01163			
						600,8	144,2885	10,0133			
						600,9	144,2949	10,01497			
						601	144,3211	10,01663			
						601,1	144,3211	10,01833			
						601,2	144,3545	10,01997			
						601,3	144,3815	10,02163			
						601,4	144,3775	10,0233			
						601,5	144,3815	10,02493			
						601,6	144,4221	10,02663			
						601,7	144,4165	10,0283			
						601,8	144,4316	10,02997			
						601,9	144,4451	10,0316			
						602	144,4673	10,0333			
						602,1	144,4634	10,03497			
						602,2	144,4292	10,03663			
						602,3	144,3084	10,03833			
						602,4	144,2313	10,03997			
						602,5	144,2679	10,04163			
						602,6	144,302	10,0433			
						602,7	144,3927	10,045			
						602,8	144,4515	10,04663			
						602,9	144,492	10,0483			
						603	144,5349	10,04997			
						603,1	144,5754	10,05163			
						603,2	144,5778	10,05333			
						603,3	144,5953	10,05497			
						603,4	144,6136	10,05667			
						603,5	144,6358	10,0583			
						603,6	144,6652	10,06			
						603,7	144,7105	10,06167			
						603,8	144,7407	10,0633			
						603,9	144,7821	10,065			
						604	144,7725	10,06663			
						604,1	144,8019	10,0683			
						604,2	144,8425	10,06997			
						604,3	144,8695	10,07163			
						604,4	144,8798	10,07337			
						604,5	144,9235	10,075			
						604,6	144,9315	10,07667			
						604,7	144,9633	10,0783			
						604,8	144,9911	10,08			
						604,9	145,0348	10,08167			
						605	145,0348	10,0833			
						605,1	145,069	10,085			
						605,2	145,1055	10,08663			
						605,3	145,1469	10,0883			
						605,4	145,1627	10,09003			
						605,5	145,1882	10,09163			
						605,6	145,2192	10,0933			
						605,7	145,2366	10,09497			
						605,8	145,2708	10,09667			
						605,9	145,2883	10,0983			
						606	145,3455	10,09997			
						606,1	145,3384	10,10163			
						606,2	145,3519	10,1033			
						606,3	145,3789	10,10497			
						606,4	145,4123	10,1066			
						606,5	145,4409	10,1083			
						606,6	145,4663	10,10997			
						606,7	145,4973	10,1116			
						606,8	145,5172	10,1133			
						606,9	145,5418	10,11497			
						607	145,5498	10,11667			
						607,1	145,5895	10,11837			
						607,2	145,6126	10,11997			
						607,3	145,6213	10,12163			
						607,4	145,6451	10,1233			
						607,5	145,6698	10,12497			
						607,6	145,6976	10,12667			
						607,7	145,7151	10,1283			
						607,8	145,7485	10,12997			
						607,9	145,7715	10,13163			
						608	145,7715	10,1333			
						608,1	145,8208	10,135			
						608,2	145,8605	10,13663			
						608,3	145,8724	10,1383			
						608,4	145,8899	10,13997			
						608,5	145,9177	10,14163			
						608,6	145,9305	10,1433			
						608,7	145,9447	10,14497			
						608,8	145,998	10,1467			
						608,9	145,9988	10,1483			
						609	146,0052	10,14997			
						609,1	146,0187	10,15163			
						609,2	145,9988	10,1533			
						609,3	145,9535	10,155			
						609,4	145,8677	10,15663			
						609,5	145,816	10,1583			
						609,6	145,816	10,15997			
						609,7	145,8502	10,16163			
						609,8	145,8637	10,1633			
						609,9	145,8605	10,16497			
						610	145,8995	10,16663			
						610,1	145,9281	10,16833			
						610,2	145,9265	10,16997			
						610,3	145,9312	10,17163			
						610,4	145,9328	10,1733			
						610,5	145,9583	10,175			
						610,6	145,9606	10,17663			
						610,7	145,9758	10,1783			
						610,8	145,9829	10,17997			
						610,9	145,994	10,18163			
						611	146,029	10,1833			
						611,1	146,0338	10,18497			
						611,2	146,0473	10,18663			
						611,3	146,0584	10,1883			
						611,4	146,0807	10,19			
						611,5	146,0886	10,19163			
						611,6	146,0926	10,1933			
						611,7	146,0751	10,19493			
						611,8	146,1053	10,19663			
						611,9	146,1244	10,1983			
						612	146,1355	10,20003			
						612,1	146,1347	10,20163			
						612,2	146,1601	10,20333			
						612,3	146,1736	10,205			
						612,4	146,2062	10,20663			
						612,5	146,2293	10,2083			
						612,6	146,2364	10,20997			
						612,7	146,2746	10,21167			
						612,8	146,2857	10,2133			
						612,9	146,2873	10,215			
						613	146,3032	10,21663			
						613,1	146,2921	10,2183			
						613,2	146,2992	10,21997			
						613,3	146,2317	10,22163			
						613,4	146,0497	10,2233			
						613,5	146,0481	10,22497			
						613,6	146,0854	10,22663			
						613,7	146,1434	10,22833			
						613,8	146,1983	10,23			
						613,9	146,2603	10,23167			
						614	146,3032	10,23333			
						614,1	146,3175	10,23497			
						614,2	146,304	10,23663			
						614,3	146,3374	10,2383			
						614,4	146,3723	10,24007			
						614,5	146,3803	10,24163			
						614,6	146,4287	10,24333			
						614,7	146,4605	10,24497			
						614,8	146,4836	10,24667			
						614,9	146,5233	10,2483			
						615	146,5503	10,24997			
						615,1	146,5797	10,25163			
						615,2	146,6243	10,2533			
						615,3	146,6393	10,25497			
						615,4	146,6775	10,25663			
						615,5	146,7045	10,25833			
						615,6	146,7395	10,25997			
						615,7	146,7721	10,26163			
						615,8	146,819	10,2633			
						615,9	146,8078	10,26497			
						616	146,8349	10,26663			
						616,1	146,8802	10,2683			
						616,2	146,8849	10,26997			
						616,3	146,9382	10,27167			
						616,4	146,9652	10,2733			
						616,5	146,9715	10,27497			
						616,6	147,0311	10,27663			
						616,7	147,0637	10,2783			
						616,8	147,0749	10,27993			
						616,9	147,1114	10,28163			
						617	147,1512	10,2833			
						617,1	147,1631	10,28503			
						617,2	147,1941	10,28663			
						617,3	147,2036	10,2883			
						617,4	147,2529	10,29			
						617,5	147,2767	10,2916			
						617,6	147,322	10,29333			
						617,7	147,3379	10,29497			
						617,8	147,3578	10,29663			
						617,9	147,3935	10,2983			
						618	147,4261	10,29997			
						618,1	147,4428	10,30163			
						618,2	147,4682	10,3033			
						618,3	147,4913	10,30497			
						618,4	147,5191	10,30663			
						618,5	147,5493	10,3083			
						618,6	147,5668	10,30997			
						618,7	147,5914	10,31163			
						618,8	147,6073	10,31337			
						618,9	147,6407	10,31497			
						619	147,6542	10,31663			
						619,1	147,6685	10,3183			
						619,2	147,6296	10,31997			
						619,3	147,5763	10,32163			
						619,4	147,4563	10,3233			
						619,5	147,4261	10,32497			
						619,6	147,4261	10,32663			
						619,7	147,4722	10,3283			
						619,8	147,4889	10,32997			
						619,9	147,5128	10,33163			
						620	147,5326	10,3333			
						620,1	147,5509	10,33497			
						620,2	147,5485	10,33663			
						620,3	147,5461	10,3383			
						620,4	147,5755	10,33997			
						620,5	147,6113	10,34167			
						620,6	147,5986	10,3433			
						620,7	147,6304	10,34497			
						620,8	147,6335	10,34663			
						620,9	147,6526	10,3483			
						621	147,6638	10,34997			
						621,1	147,6677	10,35163			
						621,2	147,6812	10,3533			
						621,3	147,6876	10,35497			
						621,4	147,7289	10,35663			
						621,5	147,7202	10,3583			
						621,6	147,7329	10,36			
						621,7	147,7559	10,36163			
						621,8	147,7599	10,36327			
						621,9	147,7822	10,36497			
						622	147,8092	10,3666			
						622,1	147,8314	10,36833			
						622,2	147,8386	10,36997			
						622,3	147,8648	10,37163			
						622,4	147,8569	10,37327			
						622,5	147,8656	10,37497			
						622,6	147,868	10,37663			
						622,7	147,8855	10,3783			
						622,8	147,9109	10,37997			
						622,9	147,93	10,38163			
						623	147,9435	10,3833			
						623,1	147,9761	10,38497			
						623,2	147,9737	10,38663			
						623,3	147,9753	10,3883			
						623,4	147,9999	10,38993			
						623,5	148,0182	10,39163			
						623,6	148,0357	10,39327			
						623,7	148,0611	10,39497			
						623,8	148,0762	10,39663			
						623,9	148,0746	10,3983			
						624	148,0381	10,4			
						624,1	147,8267	10,40163			
						624,2	147,7869	10,4033			
						624,3	147,8322	10,40493			
						624,4	147,8926	10,40663			
						624,5	147,9371	10,4083			
						624,6	147,9864	10,41			
						624,7	148,0587	10,41163			
						624,8	148,1072	10,4133			
						624,9	148,1215	10,415			
						625	148,1263	10,41663			
						625,1	148,1803	10,41833			
						625,2	148,1867	10,41997			
						625,3	148,2224	10,42167			
						625,4	148,2511	10,4233			
						625,5	148,2741	10,425			
						625,6	148,3297	10,42663			
						625,7	148,3742	10,4283			
						625,8	148,3997	10,42997			
						625,9	148,4203	10,43163			
						626	148,4799	10,4333			
						626,1	148,4966	10,43497			
						626,2	148,5324	10,43667			
						626,3	148,561	10,43833			
						626,4	148,5999	10,43997			
						626,5	148,6484	10,44163			
						626,6	148,6826	10,4433			
						626,7	148,7199	10,44497			
						626,8	148,7335	10,44663			
						626,9	148,7589	10,4483			
						627	148,801	10,45003			
						627,1	148,8304	10,45163			
						627,2	148,8559	10,4533			
						627,3	148,8821	10,45497			
						627,4	148,921	10,45667			
						627,5	148,9433	10,4583			
						627,6	148,9536	10,45997			
						627,7	149,0148	10,46163			
						627,8	149,0275	10,4633			
						627,9	149,0577	10,46497			
						628	149,0887	10,46667			
						628,1	149,1173	10,46827			
						628,2	149,1284	10,46997			
						628,3	149,1912	10,47167			
						628,4	149,196	10,4733			
						628,5	149,2302	10,47497			
						628,6	149,2389	10,47663			
						628,7	149,2572	10,47833			
						628,8	149,1936	10,48			
						628,9	149,0601	10,48163			
						629	149,014	10,48333			
						629,1	149,01	10,48497			
						629,2	149,0283	10,4866			
						629,3	149,0712	10,4883			
						629,4	149,0768	10,48997			
						629,5	149,0959	10,49167			
						629,6	149,1253	10,4933			
						629,7	149,1245	10,49497			
						629,8	149,1475	10,49663			
						629,9	149,1451	10,49833			
						630	149,1936	10,49997			
						630,1	149,1809	10,50163			
						630,2	149,1912	10,5033			
						630,3	149,1944	10,505			
						630,4	149,2214	10,50667			
						630,5	149,2572	10,5083			
						630,6	149,2453	10,50997			
						630,7	149,2572	10,5116			
						630,8	149,2834	10,5133			
						630,9	149,2993	10,51497			
						631	149,3216	10,51663			
						631,1	149,3224	10,5183			
						631,2	149,347	10,51997			
						631,3	149,3708	10,52163			
						631,4	149,3708	10,5233			
						631,5	149,3756	10,52493			
						631,6	149,3891	10,52667			
						631,7	149,4074	10,52827			
						631,8	149,4169	10,52997			
						631,9	149,4114	10,53163			
						632	149,4225	10,53337			
						632,1	149,4686	10,535			
						632,2	149,4606	10,5366			
						632,3	149,4924	10,5383			
						632,4	149,5123	10,53997			
						632,5	149,5099	10,54163			
						632,6	149,5258	10,54327			
						632,7	149,5512	10,54497			
						632,8	149,5584	10,5466			
						632,9	149,5775	10,54833			
						633	149,583	10,55			
						633,1	149,6093	10,55163			
						633,2	149,6299	10,5533			
						633,3	149,6585	10,55497			
						633,4	149,6673	10,5566			
						633,5	149,6863	10,5583			
						633,6	149,7006	10,55997			
						633,7	149,7006	10,56167			
						633,8	149,6919	10,56333			
						633,9	149,7189	10,56497			
						634	149,6808	10,56663			
						634,1	149,4718	10,5683			
						634,2	149,4384	10,56997			
						634,3	149,4924	10,57163			
						634,4	149,5465	10,57333			
						634,5	149,6005	10,575			
						634,6	149,6633	10,57663			
						634,7	149,6967	10,57833			
						634,8	149,7197	10,58			
						634,9	149,7459	10,58163			
						635	149,7706	10,58333			
						635,1	149,7849	10,585			
						635,2	149,8047	10,58667			
						635,3	149,8342	10,5883			
						635,4	149,8771	10,59			
						635,5	149,9081	10,59163			
						635,6	149,9128	10,5933			
						635,7	149,9669	10,59497			
						635,8	149,9844	10,59663			
						635,9	150,0273	10,5983			
						636	150,0487	10,59997			
						636,1	150,0869	10,60163			
						636,2	150,1052	10,6033			
						636,3	150,1568	10,60497			
						636,4	150,1886	10,60663			
						636,5	150,2037	10,6083			
						636,6	150,2554	10,60997			
						636,7	150,2808	10,61163			
						636,8	150,2943	10,6133			
						636,9	150,3134	10,61497			
						637	150,3587	10,61667			
						637,1	150,404	10,61833			
						637,2	150,4246	10,61997			
						637,3	150,4604	10,62163			
						637,4	150,4914	10,6233			
						637,5	150,5446	10,62497			
						637,6	150,5637	10,62663			
						637,7	150,5995	10,6283			
						637,8	150,6464	10,62997			
						637,9	150,6662	10,63167			
						638	150,6805	10,63333			
						638,1	150,7322	10,63497			
						638,2	150,7425	10,63667			
						638,3	150,795	10,63827			
						638,4	150,8125	10,63997			
						638,5	150,8371	10,64167			
						638,6	150,8602	10,6433			
						638,7	150,8888	10,645			
						638,8	150,915	10,64667			
						638,9	150,9396	10,64833			
						639	150,9714	10,64997			
						639,1	150,981	10,65163			
						639,2	150,9857	10,65333			
						639,3	150,9039	10,65497			
						639,4	150,7513	10,65667			
						639,5	150,6885	10,65833			
						639,6	150,698	10,65997			
						639,7	150,7298	10,66167			
						639,8	150,7608	10,6633			
						639,9	150,7942	10,66497			
						640	150,8085	10,66667			
						640,1	150,8212	10,6683			
						640,2	150,83	10,67			
						640,3	150,826	10,67163			
						640,4	150,8546	10,67333			
						640,5	150,8705	10,67497			
						640,6	150,8776	10,67663			
						640,7	150,8824	10,67833			
						640,8	150,8975	10,67997			
						640,9	150,9094	10,68163			
						641	150,9357	10,68333			
						641,1	150,942	10,68497			
						641,2	150,9643	10,68663			
						641,3	150,9643	10,68833			
						641,4	150,9873	10,69			
						641,5	151,0048	10,69163			
						641,6	151,0159	10,69333			
						641,7	151,0215	10,69497			
						641,8	151,0414	10,69663			
						641,9	151,0684	10,6983			
						642	151,0676	10,69997			
						642,1	151,1105	10,70167			
						642,2	151,093	10,70337			
						642,3	151,1129	10,70497			
						642,4	151,1407	10,70663			
						642,5	151,1399	10,7083			
						642,6	151,1574	10,70997			
						642,7	151,151	10,71163			
						642,8	151,1916	10,7133			
						642,9	151,2003	10,71497			
						643	151,2202	10,71663			
						643,1	151,2345	10,71833			
						643,2	151,2527	10,71997			
						643,3	151,2583	10,72163			
						643,4	151,2726	10,7233			
						643,5	151,2996	10,72497			
						643,6	151,3068	10,72663			
						643,7	151,2925	10,7283			
						643,8	151,3346	10,73			
						643,9	151,3561	10,73163			
						644	151,3577	10,7333			
						644,1	151,391	10,73497			
						644,2	151,3934	10,73663			
						644,3	151,4141	10,7383			
						644,4	151,4077	10,74			
						644,5	151,4292	10,74163			
						644,6	151,4681	10,74337			
						644,7	151,4649	10,745			
						644,8	151,4785	10,74667			
						644,9	151,4928	10,74833			
						645	151,5087	10,75			
						645,1	151,5253	10,75167			
						645,2	151,5436	10,7533			
						645,3	151,5373	10,75497			
						645,4	151,5484	10,75663			
						645,5	151,4006	10,7583			
						645,6	151,221	10,75997			
						645,7	151,2504	10,76163			
						645,8	151,3243	10,7633			
						645,9	151,3982	10,76497			
						646	151,4705	10,76663			
						646,1	151,5325	10,76827			
						646,2	151,5595	10,76997			
						646,3	151,6096	10,77163			
						646,4	151,6406	10,77333			
						646,5	151,6477	10,77497			
						646,6	151,6803	10,77663			
						646,7	151,7145	10,7783			
						646,8	151,7455	10,77997			
						646,9	151,7796	10,78163			
						647	151,8242	10,7833			
						647,1	151,8472	10,78497			
						647,2	151,9005	10,78663			
						647,3	151,9028	10,7883			
						647,4	151,9259	10,78997			
						647,5	151,9855	10,79163			
						647,6	152,0157	10,7933			
						647,7	152,0538	10,79497			
						647,8	152,1023	10,79663			
						647,9	152,1277	10,79833			
						648	152,1699	10,79997			
						648,1	152,1905	10,80163			
						648,2	152,2168	10,8033			
						648,3	152,2628	10,805			
						648,4	152,301	10,80663			
						648,5	152,3137	10,8083			
						648,6	152,3638	10,80997			
						648,7	152,3725	10,81163			
						648,8	152,4043	10,81337			
						648,9	152,4131	10,81497			
						649	152,4639	10,81663			
						649,1	152,5092	10,8183			
						649,2	152,5275	10,81997			
						649,3	152,5696	10,82167			
						649,4	152,595	10,8233			
						649,5	152,6078	10,82497			
						649,6	152,6173	10,82667			
						649,7	152,6117	10,82833			
						649,8	152,5895	10,82997			
						649,9	152,5267	10,83163			
						650	152,4623	10,8333			
						650,1	152,4218	10,83497			
						650,2	152,4099	10,83663			
						650,3	152,4281	10,8383			
						650,4	152,4687	10,84			
						650,5	152,4727	10,84163			
						650,6	152,5084	10,84333			
						650,7	152,5068	10,84497			
						650,8	152,5251	10,84667			
						650,9	152,5338	10,8483			
						651	152,549	10,84997			
						651,1	152,5227	10,85163			
						651,2	152,5609	10,8533			
						651,3	152,5815	10,85497			
						651,4	152,595	10,85663			
						651,5	152,6062	10,85827			
						651,6	152,6165	10,85997			
						651,7	152,6459	10,86163			
						651,8	152,6531	10,86327			
						651,9	152,6395	10,86497			
						652	152,6642	10,86667			
						652,1	152,6864	10,86837			
						652,2	152,6825	10,86997			
						652,3	152,6841	10,87167			
						652,4	152,7063	10,8733			
						652,5	152,7294	10,87497			
						652,6	152,7373	10,87663			
						652,7	152,758	10,8783			
						652,8	152,7627	10,87997			
						652,9	152,7874	10,88167			
						653	152,7897	10,88333			
						653,1	152,8184	10,885			
						653,2	152,8319	10,88663			
						653,3	152,8462	10,8883			
						653,4	152,8788	10,88997			
						653,5	152,8613	10,89163			
						653,6	152,8867	10,8933			
