41.7мм @1мм/мин			9.8мм @1мм/мин			6.0мм @1мм/мин			6.0мм @3мм/мин		
Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход
сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм
22,1	517,4955	0,3683333	22,1	13,97371	0,3682333	22,1	0,9592374	0,3683333	22,1	11,93126	0,9514667
22,2	520,734	0,3699667	22,2	14,10007	0,3699	22,2	0,9799004	0,3699667	22,2	12,02583	0,9564
22,3	523,8875	0,3716334	22,3	14,22087	0,3716	22,3	1,006921	0,3716334	22,3	12,11961	0,9614334
22,4	527,1562	0,3733	22,4	14,32896	0,3732667	22,4	1,041889	0,3733	22,4	12,20306	0,9664667
22,5	530,3295	0,3749667	22,5	14,46644	0,3749667	22,5	1,064936	0,3749667	22,5	12,28968	0,9714333
22,6	533,4941	0,3766333	22,6	14,58089	0,3766	22,6	1,089573	0,3766333	22,6	12,39141	0,9764667
22,7	536,7216	0,3783333	22,7	14,71917	0,3782667	22,7	1,116594	0,3783	22,7	12,48519	0,9814667
22,8	539,9442	0,3799667	22,8	14,82964	0,3799667	22,8	1,153946	0,3799667	22,8	12,56227	0,9864333
22,9	543,1247	0,3816333	22,9	14,95043	0,3816	22,9	1,157125	0,3816333	22,9	12,66321	0,9915
23	546,3378	0,3833	23	15,09031	0,3832667	23	1,196861	0,3833	23	12,77526	0,9964
23,1	549,5818	0,3849667	23,1	15,20157	0,3849	23,1	1,211166	0,3849667	23,1	12,86189	1,001433
23,2	552,814	0,3866	23,2	15,30965	0,3866	23,2	1,241366	0,3866333	23,2	12,92706	1,006433
23,3	555,9913	0,3883	23,3	15,45986	0,3883	23,3	1,277924	0,3883	23,3	13,02242	1,011433
23,4	559,2076	0,3899667	23,4	15,5743	0,3899333	23,4	1,309713	0,3899667	23,4	13,12097	1,0164
23,5	562,3976	0,3916333	23,5	15,70225	0,3916	23,5	1,338323	0,3916667	23,5	13,20601	1,0215
23,6	565,6465	0,3933	23,6	15,8151	0,3932667	23,6	1,358986	0,3933	23,6	13,31647	1,026433
23,7	568,8032	0,3949333	23,7	15,9359	0,3949333	23,7	1,412233	0,3949667	23,7	13,39277	1,031467
23,8	572,0369	0,3966333	23,8	16,08451	0,3966	23,8	1,430511	0,3966333	23,8	13,49608	1,036433
23,9	575,1475	0,3983	23,9	16,21485	0,3982667	23,9	1,444022	0,3983333	23,9	13,58271	1,0414
24	578,3955	0,3999333	24	16,32929	0,3999333	24	1,495679	0,4	24	13,67728	1,046467
24,1	581,6245	0,4016334	24,1	16,47075	0,4016334	24,1	1,521905	0,4016334	24,1	13,77344	1,0514
24,2	584,863	0,4032667	24,2	16,58837	0,4033	24,2	1,540184	0,4033	24,2	13,8394	1,0564
24,3	587,9648	0,4049667	24,3	16,73063	0,4049333	24,3	1,573563	0,4049667	24,3	13,94192	1,0615
24,4	591,2828	0,4066333	24,4	16,84745	0,4066333	24,4	1,606146	0,4066333	24,4	14,01901	1,066433
24,5	594,434	0,4082667	24,5	16,9754	0,4083	24,5	1,641115	0,4083	24,5	14,13027	1,071433
24,6	597,4992	0,4099667	24,6	17,10494	0,4099667	24,6	1,641909	0,41	24,6	14,201	1,0765
24,7	600,4333	0,4116333	24,7	17,22813	0,4116	24,7	1,681646	0,4116333	24,7	14,28127	1,0814
24,8	603,3206	0,4133	24,8	17,35608	0,4132667	24,8	1,717409	0,4133	24,8	14,38618	1,086433
24,9	605,8685	0,4149667	24,9	17,49118	0,4149667	24,9	1,737277	0,4149667	24,9	14,47598	1,091433
25	608,3973	0,4166333	25	17,61198	0,4166	25	1,765092	0,4166667	25	14,58883	1,0964
25,1	611,4284	0,4183	25,1	17,74073	0,4183	25,1	1,802444	0,4183	25,1	14,69215	1,101467
25,2	614,8219	0,4199667	25,2	17,87027	0,42	25,2	1,814365	0,4199667	25,2	14,76685	1,106467
25,3	618,2806	0,4216333	25,3	17,98073	0,4216333	25,3	1,836618	0,4216333	25,3	14,84553	1,111433
25,4	621,7003	0,4233	25,4	18,12458	0,4233	25,4	1,861254	0,4233333	25,4	14,93533	1,116433
25,5	625,2639	0,4249333	25,5	18,23584	0,4249667	25,5	1,881917	0,4249667	25,5	15,02037	1,121433
25,6	628,8147	0,4266333	25,6	18,38843	0,4266	25,6	1,91768	0,4266333	25,6	15,11176	1,1264
25,7	632,2742	0,4283	25,7	18,50287	0,4283	25,7	1,939932	0,4283	25,7	15,18885	1,131467
25,8	635,6724	0,4299333	25,8	18,62208	0,4299667	25,8	1,968543	0,4299667	25,8	15,30965	1,136433
25,9	639,1573	0,4316	25,9	18,76116	0,4316	25,9	2,022584	0,4316333	25,9	15,40581	1,141467
26	642,5214	0,4333	26	18,8899	0,4332667	26	2,051989	0,4333333	26	15,50674	1,146467
26,1	645,8879	0,435	26,1	19,00832	0,4349333	26,1	2,069473	0,435	26,1	15,5886	1,151467
26,2	649,1335	0,4366333	26,2	19,1323	0,4366	26,2	2,082984	0,4366333	26,2	15,67602	1,1564
26,3	652,2473	0,4383	26,3	19,27376	0,4382667	26,3	2,117157	0,4383	26,3	15,77854	1,161433
26,4	655,4039	0,4399333	26,4	19,39376	0,4399333	26,4	2,139409	0,44	26,4	15,86199	1,166433
26,5	658,6321	0,4416333	26,5	19,51059	0,4416	26,5	2,16643	0,4416	26,5	15,94941	1,171467
26,6	661,935	0,4433	26,6	19,64331	0,4433	26,6	2,199809	0,4433333	26,6	16,04875	1,176367
26,7	665,342	0,445	26,7	19,79431	0,4449333	26,7	2,229214	0,4449333	26,7	16,13061	1,1814
26,8	668,8325	0,4466333	26,8	19,90239	0,4466	26,8	2,263387	0,4466333	26,8	16,24346	1,1865
26,9	672,3245	0,4483	26,9	20,02716	0,4482667	26,9	2,283255	0,4483	26,9	16,32055	1,191467
27	675,8356	0,4499667	27	20,1424	0,45	27	2,322992	0,4499334	27	16,39843	1,196433
27,1	679,2823	0,4516333	27,1	20,27273	0,4515333	27,1	2,330144	0,4516667	27,1	16,48823	1,201467
27,2	682,8149	0,4533	27,2	20,39591	0,4532333	27,2	2,379417	0,4533	27,2	16,58042	1,206433
27,3	686,1846	0,4549667	27,3	20,50797	0,4549333	27,3	2,390544	0,4549667	27,3	16,68851	1,2114
27,4	689,6154	0,4566	27,4	20,63592	0,4566	27,4	2,442201	0,4566333	27,4	16,7648	1,2165
27,5	693,0295	0,4583	27,5	20,76149	0,4582667	27,5	2,464453	0,4583	27,5	16,84507	1,221433
27,6	696,187	0,4599	27,6	20,89103	0,4599333	27,6	2,501011	0,4599667	27,6	16,93487	1,226467
27,7	699,4915	0,4616333	27,7	21,00627	0,4615667	27,7	2,532005	0,4616333	27,7	17,01832	1,231467
27,8	702,7594	0,4633	27,8	21,1366	0,4632334	27,8	2,56141	0,4633	27,8	17,09859	1,236467
27,9	705,9932	0,4649667	27,9	21,25978	0,4649667	27,9	2,572536	0,465	27,9	17,19316	1,241467
28	709,3056	0,4666	28	21,38535	0,4666	28	2,631346	0,4666333	28	17,29488	1,246433
28,1	712,5536	0,4683	28,1	21,50854	0,4682667	28,1	2,637704	0,4683	28,1	17,35926	1,2514
28,2	715,9066	0,4699667	28,2	21,64046	0,4699333	28,2	2,660751	0,4699667	28,2	17,46893	1,256467
28,3	719,3533	0,4716	28,3	21,77397	0,4716333	28,3	2,693335	0,4716333	28,3	17,5635	1,2614
28,4	722,6888	0,4732667	28,4	21,89477	0,4732333	28,4	2,729893	0,4733	28,4	17,6398	1,2664
28,5	726,2635	0,4749667	28,5	22,02749	0,4749333	28,5	2,772013	0,4749667	28,5	17,72324	1,271467
28,6	729,6443	0,4766333	28,6	22,15067	0,4766	28,6	2,774398	0,4766333	28,6	17,81702	1,276433
28,7	733,0664	0,4783	28,7	22,28975	0,4782667	28,7	2,82685	0,4783	28,7	17,92272	1,281433
28,8	736,5544	0,4799667	28,8	22,40022	0,4799334	28,8	2,831618	0,4799667	28,8	18,01729	1,286433
28,9	739,8502	0,4816	28,9	22,52102	0,4815667	28,9	2,875328	0,4816333	28,9	18,09835	1,291433
29	743,2683	0,4832667	29	22,6752	0,4832667	29	2,872944	0,4833	29	18,17703	1,296433
29,1	746,6618	0,4849667	29,1	22,80633	0,4849333	29,1	2,91427	0,4849667	29,1	18,28591	1,301467
29,2	749,9003	0,4866333	29,2	22,92474	0,4866	29,2	2,92778	0,4866333	29,2	18,37254	1,306433
29,3	753,15	0,4883	29,3	23,03759	0,4882667	29,3	2,978643	0,4883333	29,3	18,46155	1,3115
29,4	756,6579	0,49	29,4	23,16793	0,4899333	29,4	2,999306	0,4899667	29,4	18,54022	1,316467
29,5	759,9258	0,4916333	29,5	23,32052	0,4915667	29,5	3,026326	0,4916667	29,5	18,61254	1,321467
29,6	763,3146	0,4932667	29,6	23,43496	0,4932667	29,6	3,043811	0,4933333	29,6	18,71745	1,326467
29,7	766,6739	0,4949333	29,7	23,56927	0,4949	29,7	3,077984	0,495	29,7	18,81441	1,331433
29,8	770,1532	0,4966334	29,8	23,68768	0,4966	29,8	3,108978	0,4966334	29,8	18,91693	1,3364
29,9	773,5674	0,4983	29,9	23,81881	0,4983	29,9	3,143152	0,4983	29,9	18,97812	1,341467
30	777,0665	0,4999667	30	23,96902	0,4999333	30	3,170172	0,5	30	19,07269	1,3464
30,1	780,4465	0,5016333	30,1	24,06994	0,5016	30,1	3,203551	0,5016333	30,1	19,14819	1,351467
30,2	783,9108	0,5033	30,2	24,20187	0,5032667	30,2	3,213088	0,5033	30,2	19,21813	1,356433
30,3	787,2955	0,5049667	30,3	24,33141	0,5049667	30,3	3,241698	0,5049667	30,3	19,30555	1,361433
30,4	790,7089	0,5066	30,4	24,46413	0,5065666	30,4	3,300508	0,5066667	30,4	19,40489	1,3665
30,5	794,1405	0,5083	30,5	24,59208	0,5082667	30,5	3,311634	0,5083333	30,5	19,49231	1,3714
30,6	797,4951	0,5099667	30,6	24,71844	0,5099667	30,6	3,346602	0,5099667	30,6	19,55906	1,3764
30,7	800,8766	0,5116	30,7	24,83924	0,5116	30,7	3,376802	0,5116333	30,7	19,64649	1,3815
30,8	804,2431	0,5132667	30,8	24,96799	0,5132667	30,8	3,399054	0,5133	30,8	19,75457	1,386433
30,9	807,6167	0,5149333	30,9	25,11263	0,5149333	30,9	3,427665	0,5149667	30,9	19,83801	1,391467
31	810,9586	0,5166333	31	25,22787	0,5166	31	3,453096	0,5166333	31	19,92941	1,3965
31,1	814,4196	0,5183	31,1	25,3733	0,5182667	31,1	3,495216	0,5183	31,1	20,03352	1,401467
31,2	817,7527	0,5199667	31,2	25,52907	0,5199333	31,2	3,522237	0,5199667	31,2	20,1122	1,406467
31,3	821,1327	0,5216	31,3	25,63318	0,5216333	31,3	3,553231	0,5216333	31,3	20,1877	1,411433
31,4	824,5508	0,5233	31,4	25,76192	0,5232667	31,4	3,558	0,5233	31,4	20,30691	1,416467
31,5	827,8497	0,5249333	31,5	25,89226	0,5249667	31,5	3,596942	0,5249667	31,5	20,38717	1,421467
31,6	831,2591	0,5266	31,6	26,01941	0,5266	31,6	3,620784	0,5266333	31,6	20,46665	1,426433
31,7	834,7241	0,5283	31,7	26,15293	0,5282333	31,7	3,657341	0,5283	31,7	20,54056	1,4314
31,8	838,0214	0,5299667	31,8	26,27373	0,5299	31,8	3,683567	0,5299333	31,8	20,64546	1,436467
31,9	841,523	0,5316333	31,9	26,40406	0,5316	31,9	3,715356	0,5316333	31,9	20,72493	1,441433
32	844,9086	0,5333	32	26,53122	0,5332667	32	3,730456	0,5333	32	20,83619	1,4464
32,1	848,2305	0,5349666	32,1	26,66155	0,5349333	32,1	3,768603	0,535	32,1	20,90931	1,451433
32,2	851,6542	0,5366333	32,2	26,79428	0,5365667	32,2	3,779729	0,5366333	32,2	21,00945	1,4564
32,3	854,9555	0,5383	32,3	26,91348	0,5382667	32,3	3,801187	0,5383	32,3	21,11038	1,461467
32,4	858,3021	0,5399667	32,4	27,05018	0,5399333	32,4	3,827413	0,5399667	32,4	21,19223	1,466467
32,5	861,6368	0,5416667	32,5	27,19402	0,5416	32,5	3,877481	0,5416667	32,5	21,27886	1,471467
32,6	864,9294	0,5432667	32,6	27,30846	0,5432667	32,6	3,886223	0,5433	32,6	21,3782	1,476467
32,7	868,4214	0,5449667	32,7	27,42926	0,5449667	32,7	3,925959	0,5449333	32,7	21,4537	1,481467
32,8	871,7855	0,5466334	32,8	27,55483	0,5466334	32,8	3,951391	0,5466334	32,8	21,5284	1,4864
32,9	875,1973	0,5483	32,9	27,6804	0,5482666	32,9	3,989537	0,5483	32,9	21,6198	1,4915
33	878,5892	0,5499333	33	27,82265	0,5499333	33	4,015764	0,5499667	33	21,70563	1,4964
33,1	881,9477	0,5516334	33,1	27,94107	0,5516334	33,1	4,049142	0,5516334	33,1	21,82722	1,5014
33,2	885,3602	0,5533	33,2	28,08014	0,5532333	33,2	4,088084	0,5533	33,2	21,89398	1,506433
33,3	888,8586	0,5549	33,3	28,19935	0,5549334	33,3	4,116694	0,5549667	33,3	21,99093	1,511433
33,4	892,2855	0,5566	33,4	28,32333	0,5566	33,4	4,139741	0,5566334	33,4	22,07994	1,5164
33,5	895,6281	0,5583	33,5	28,46003	0,5582667	33,5	4,143715	0,5583	33,5	22,1769	1,521467
33,6	898,8794	0,5599667	33,6	28,58003	0,5599334	33,6	4,185835	0,5599667	33,6	22,25319	1,5264
33,7	901,7412	0,5616	33,7	28,70639	0,5616	33,7	4,212856	0,5616667	33,7	22,34777	1,531467
33,8	904,2931	0,5632667	33,8	28,81368	0,5632667	33,8	4,220009	0,5633333	33,8	22,43122	1,536433
33,9	906,8704	0,5649334	33,9	28,9472	0,5649	33,9	4,258951	0,5649667	33,9	22,52738	1,5414
34	909,9857	0,5666	34	29,08309	0,5665666	34	4,297098	0,5666333	34	22,62195	1,546467
34,1	913,5477	0,5683333	34,1	29,19594	0,5683	34,1	4,336834	0,5683	34,1	22,74116	1,551433
34,2	917,1764	0,5699667	34,2	29,31515	0,5699667	34,2	4,32094	0,5699334	34,2	22,79282	1,5564
34,3	920,8258	0,5716	34,3	29,44072	0,5716	34,3	4,373392	0,5716333	34,3	22,89613	1,561533
34,4	924,6294	0,5733333	34,4	29,57106	0,5732667	34,4	4,413128	0,5733	34,4	22,9915	1,566467
34,5	928,363	0,5749667	34,5	29,69424	0,5749667	34,5	4,432996	0,575	34,5	23,07733	1,571433
34,6	931,9424	0,5766667	34,6	29,81027	0,5766	34,6	4,463196	0,5766333	34,6	23,18223	1,5765
34,7	935,6674	0,5783	34,7	29,92312	0,5782667	34,7	4,518032	0,5783333	34,7	23,27442	1,5814
34,8	939,3279	0,5799667	34,8	30,06458	0,5799667	34,8	4,523595	0,5799667	34,8	23,36502	1,586433
34,9	942,9327	0,5816333	34,9	30,19253	0,5816333	34,9	4,533926	0,5816333	34,9	23,45403	1,591433
35	946,4948	0,5833	35	30,33161	0,5833	35	4,59671	0,5833	35	23,54463	1,5964
35,1	950,0209	0,5849333	35,1	30,4397	0,5849667	35,1	4,588763	0,5849667	35,1	23,62092	1,601433
35,2	953,6259	0,5866	35,2	30,58036	0,5866333	35,2	4,64201	0,5866333	35,2	23,70119	1,6064
35,3	957,0249	0,5883	35,3	30,70434	0,5883	35,3	4,657904	0,5883334	35,3	23,81404	1,611467
35,4	960,4462	0,5899333	35,4	30,82037	0,5899333	35,4	4,689693	0,59	35,4	23,89908	1,616467
35,5	963,8953	0,5916	35,5	30,93958	0,5916	35,5	4,72784	0,5916333	35,5	23,99286	1,621433
35,6	967,3556	0,5932667	35,6	31,07468	0,5932333	35,6	4,758835	0,5933	35,6	24,06756	1,6264
35,7	970,8842	0,5949667	35,7	31,21614	0,5949667	35,7	4,773935	0,5949667	35,7	24,16213	1,6315
35,8	974,377	0,5966	35,8	31,31946	0,5966333	35,8	4,812876	0,5966333	35,8	24,26465	1,636433
35,9	977,9874	0,5982667	35,9	31,43311	0,5983	35,9	4,833539	0,5983	35,9	24,34174	1,641467
36	981,5406	0,5999666	36	31,57059	0,5999333	36	4,873276	0,5999666	36	24,43552	1,646467
36,1	985,2369	0,6016333	36,1	31,69855	0,6016	36,1	4,891554	0,6016333	36,1	24,54122	1,651467
36,2	988,9205	0,6033	36,2	31,81537	0,6032667	36,2	4,902681	0,6033	36,2	24,63579	1,656467
36,3	992,5445	0,6049667	36,3	31,93855	0,6049	36,3	4,942417	0,6049667	36,3	24,71209	1,661433
36,4	996,1343	0,6066334	36,4	32,07048	0,6066334	36,4	4,967848	0,6066334	36,4	24,78202	1,666433
36,5	999,794	0,6083	36,5	32,19445	0,6082333	36,5	4,99169	0,6083	36,5	24,87501	1,6715
36,6	1003,388	0,6099667	36,6	32,32638	0,6099333	36,6	5,002817	0,6099667	36,6	24,96322	1,6764
36,7	1007,084	0,6116	36,7	32,44162	0,6116334	36,7	5,044142	0,6116334	36,7	25,03713	1,6814
36,8	1010,709	0,6133333	36,8	32,564	0,6132666	36,8	5,075932	0,6133	36,8	25,13409	1,6865
36,9	1014,24	0,615	36,9	32,68798	0,6149333	36,9	5,087058	0,6149333	36,9	25,23025	1,691467
37	1017,855	0,6166334	37	32,81355	0,6166	37	5,120436	0,6166667	37	25,29065	1,696433
37,1	1021,485	0,6183	37,1	32,93912	0,6182667	37,1	5,151431	0,6183	37,1	25,38919	1,701467
37,2	1024,984	0,6199667	37,2	33,06945	0,6199334	37,2	5,174478	0,6199667	37,2	25,49489	1,706433
37,3	1028,67	0,6216334	37,3	33,20615	0,6216334	37,3	5,209446	0,6216334	37,3	25,58311	1,711433
37,4	1032,239	0,6232667	37,4	33,30787	0,6232667	37,4	5,221367	0,6233333	37,4	25,66656	1,716467
37,5	1035,846	0,6249667	37,5	33,44615	0,6249667	37,5	5,281766	0,625	37,5	25,77146	1,721433
37,6	1039,374	0,6266	37,6	33,55662	0,6266	37,6	5,302429	0,6266	37,6	25,85491	1,7265
37,7	1043,131	0,6283	37,7	33,69808	0,6282667	37,7	5,333424	0,6283333	37,7	25,94391	1,731467
37,8	1046,671	0,6299667	37,8	33,82524	0,6299667	37,8	5,360445	0,63	37,8	26,021	1,736433
37,9	1050,315	0,6316	37,9	33,9365	0,6316333	37,9	5,387465	0,6316333	37,9	26,10604	1,7415
38	1053,965	0,6332667	38	34,05094	0,6333	38	5,423228	0,6333	38	26,19823	1,746433
38,1	1057,66	0,6349667	38,1	34,19399	0,6349334	38,1	5,443891	0,6349667	38,1	26,3079	1,7514
38,2	1061,29	0,6366333	38,2	34,29651	0,6366	38,2	5,481243	0,6366333	38,2	26,39532	1,756433
38,3	1064,936	0,6382667	38,3	34,45625	0,6383	38,3	5,488396	0,6383	38,3	26,50181	1,761433
38,4	1068,549	0,6399333	38,4	34,54844	0,6399333	38,4	5,524158	0,6399667	38,4	26,58447	1,7664
38,5	1072,19	0,6416	38,5	34,69149	0,6416	38,5	5,539258	0,6416333	38,5	26,67427	1,771467
38,6	1075,891	0,6433	38,6	34,80911	0,6432667	38,6	5,586942	0,6433	38,6	26,78633	1,776467
38,7	1079,607	0,6449667	38,7	34,93071	0,6449333	38,7	5,615552	0,6449667	38,7	26,86183	1,781433
38,8	1083,171	0,6466333	38,8	35,0666	0,6466	38,8	5,631447	0,6466666	38,8	26,96355	1,786433
38,9	1086,837	0,6482667	38,9	35,18422	0,6482667	38,9	5,660852	0,6483	38,9	27,05733	1,791433
39	1090,431	0,6499667	39	35,31218	0,6499333	39	5,681515	0,6499667	39	27,15508	1,796467
39,1	1094,209	0,6515667	39,1	35,47112	0,6516	39,1	5,730788	0,6516333	39,1	27,25045	1,801467
39,2	1097,879	0,6532333	39,2	35,5792	0,6533	39,2	5,760193	0,6533334	39,2	27,34502	1,8064
39,3	1101,463	0,6549333	39,3	35,71113	0,6549667	39,3	5,782445	0,655	39,3	27,43006	1,8115
39,4	1105,15	0,6566333	39,4	35,84385	0,6566	39,4	5,792777	0,6566333	39,4	27,52701	1,8165
39,5	1108,855	0,6583334	39,5	35,96465	0,6582667	39,5	5,847613	0,6583	39,5	27,62636	1,8214
39,6	1112,283	0,6599666	39,6	36,10611	0,6599333	39,6	5,868276	0,6599666	39,6	27,71536	1,8265
39,7	1116,06	0,6616	39,7	36,23645	0,6616	39,7	5,877018	0,6616333	39,7	27,80279	1,831433
39,8	1119,63	0,6633	39,8	36,36916	0,6633	39,8	5,923112	0,6633334	39,8	27,88464	1,836433
39,9	1123,438	0,6649667	39,9	36,47884	0,6649667	39,9	5,966822	0,6649667	39,9	27,99193	1,841433
40	1127,065	0,6666334	40	36,59566	0,6666334	40	5,986691	0,6666334	40	28,09286	1,8464
40,1	1130,625	0,6682667	40,1	36,74825	0,6683	40,1	6,013711	0,6683334	40,1	28,1779	1,851467
40,2	1134,326	0,6699667	40,2	36,87143	0,6699333	40,2	6,038348	0,67	40,2	28,28995	1,856433
40,3	1137,996	0,6716334	40,3	37,00336	0,6716334	40,3	6,086826	0,6716334	40,3	28,37499	1,861433
40,4	1141,748	0,6732666	40,4	37,12575	0,6732666	40,4	6,102721	0,6733333	40,4	28,4481	1,866433
40,5	1145,388	0,6749667	40,5	37,23542	0,6749333	40,5	6,139278	0,6749667	40,5	28,5546	1,8714
40,6	1149,122	0,6766	40,6	37,36973	0,6766	40,6	6,150404	0,6766334	40,6	28,63407	1,8764
40,7	1152,893	0,6783	40,7	37,50165	0,6782666	40,7	6,184578	0,6783	40,7	28,72388	1,881467
40,8	1156,534	0,6799667	40,8	37,64391	0,6799334	40,8	6,214777	0,6799667	40,8	28,80494	1,886433
40,9	1160,266	0,6816	40,9	37,75517	0,6815667	40,9	6,248951	0,6816334	40,9	28,89951	1,891433
41	1163,969	0,6833	41	37,87915	0,6832667	41	6,287098	0,6833	41	28,97104	1,896533
41,1	1167,751	0,6849667	41,1	37,99598	0,6849334	41,1	6,307761	0,6849667	41,1	29,07435	1,901467
41,2	1171,394	0,6866333	41,2	38,12154	0,6866	41,2	6,361008	0,6866667	41,2	29,1721	1,906433
41,3	1175,153	0,6882667	41,3	38,25347	0,6882667	41,3	6,374518	0,6883	41,3	29,28019	1,911433
41,4	1178,816	0,6899667	41,4	38,40923	0,6899334	41,4	6,399155	0,6899667	41,4	29,34535	1,9164
41,5	1182,539	0,6916333	41,5	38,53957	0,6916	41,5	6,422202	0,6916333	41,5	29,43118	1,9214
41,6	1186,247	0,6933333	41,6	38,64447	0,6932334	41,6	6,44207	0,6933	41,6	29,5337	1,926433
41,7	1189,963	0,6949667	41,7	38,79786	0,6949667	41,7	6,484985	0,6949334	41,7	29,59251	1,9314
41,8	1193,647	0,6966333	41,8	38,90991	0,6965667	41,8	6,508827	0,6966333	41,8	29,71331	1,936467
41,9	1197,289	0,6983	41,9	39,03071	0,6982334	41,9	6,539027	0,6983	41,9	29,80073	1,941467
42	1201,134	0,6999667	42	39,16264	0,6999334	42	6,577174	0,7	42	29,88815	1,9464
42,1	1204,801	0,7016333	42,1	39,28264	0,7016333	42,1	6,590684	0,7016333	42,1	29,97478	1,951467
42,2	1208,498	0,7033	42,2	39,44159	0,7032334	42,2	6,626447	0,7033	42,2	30,06617	1,9564
42,3	1212,277	0,7049333	42,3	39,55364	0,7049667	42,3	6,657442	0,7049667	42,3	30,17108	1,961433
42,4	1215,99	0,7066333	42,4	39,6808	0,7066	42,4	6,678104	0,7066333	42,4	30,26803	1,966467
42,5	1219,72	0,7082667	42,5	39,8167	0,7083	42,5	6,709894	0,7083	42,5	30,35386	1,971433
42,6	1223,35	0,7099667	42,6	39,94386	0,7099333	42,6	6,762346	0,71	42,6	30,44049	1,976467
42,7	1227,125	0,7116333	42,7	40,05194	0,7116	42,7	6,767909	0,7116333	42,7	30,53824	1,9815
42,8	1230,859	0,7133	42,8	40,1934	0,7132667	42,8	6,817182	0,7132667	42,8	30,64156	1,9864
42,9	1234,617	0,7149667	42,9	40,33009	0,7149	42,9	6,832282	0,7149667	42,9	30,7099	1,991467
43	1238,215	0,7166333	43	40,43738	0,7166333	43	6,870429	0,7166333	43	30,79971	1,9964
43,1	1241,845	0,7183	43,1	40,55182	0,7182667	43,1	6,906986	0,7183	43,1	30,89666	2,001433
43,2	1244,942	0,72	43,2	40,68454	0,7199	43,2	6,918112	0,7199333	43,2	30,98726	2,006433
43,3	1228,34	0,7216333	43,3	40,81011	0,7216	43,3	6,962617	0,7216333	43,3	31,08819	2,0114
43,4	1233,146	0,7233	43,4	40,9468	0,7232667	43,4	6,980896	0,7233	43,4	31,17085	2,0164
43,5	1237,688	0,7249333	43,5	41,06919	0,7249333	43,5	7,005533	0,7249666	43,5	31,28131	2,021433
43,6	1242,278	0,7266334	43,6	41,1876	0,7265667	43,6	7,045269	0,7266334	43,6	31,36794	2,026433
43,7	1246,723	0,7282667	43,7	41,30681	0,7282333	43,7	7,074674	0,7283	43,7	31,44503	2,031433
43,8	1251,085	0,7299667	43,8	41,42284	0,7299333	43,8	7,106463	0,7299667	43,8	31,54119	2,036433
43,9	1255,446	0,7316	43,9	41,54921	0,7316	43,9	7,1462	0,7317	43,9	31,65086	2,0414
44	1259,743	0,7332667	44	41,66762	0,7332333	44	7,170836	0,7333	44	31,72239	2,046467
44,1	1264,112	0,7349	44,1	41,78445	0,7349667	44,1	7,189909	0,735	44,1	31,80901	2,051433
44,2	1268,275	0,7366334	44,2	41,89889	0,7366	44,2	7,21693	0,7366334	44,2	31,91233	2,0564
44,3	1272,562	0,7382666	44,3	42,03558	0,7382666	44,3	7,254282	0,7383333	44,3	32,0061	2,061467
44,4	1276,905	0,74	44,4	42,15876	0,7399333	44,4	7,287661	0,74	44,4	32,09114	2,066467
44,5	1281,085	0,7416	44,5	42,27082	0,7416	44,5	7,312298	0,7416334	44,5	32,16267	2,071433
44,6	1285,246	0,7433333	44,6	42,39241	0,7432667	44,6	7,355213	0,7433333	44,6	32,2779	2,0765
44,7	1289,39	0,7449334	44,7	42,51798	0,7449334	44,7	7,394155	0,745	44,7	32,37407	2,0814
44,8	1293,502	0,7466334	44,8	42,65308	0,7466334	44,8	7,415613	0,7466334	44,8	32,46864	2,086433
44,9	1297,661	0,7483	44,9	42,76991	0,7482667	44,9	7,434686	0,7483333	44,9	32,53857	2,091467
45	1301,761	0,7499667	45	42,90025	0,7499667	45	7,465681	0,75	45	32,61646	2,096367
45,1	1305,722	0,7516333	45,1	43,02581	0,7516	45,1	7,475217	0,7516	45,1	32,69513	2,101467
45,2	1309,679	0,7533	45,2	43,16409	0,7533	45,2	7,512569	0,7533	45,2	32,75633	2,1064
45,3	1313,643	0,7549334	45,3	43,28569	0,7549334	45,3	7,54118	0,7549667	45,3	32,82706	2,111467
45,4	1317,488	0,7566333	45,4	43,4049	0,7566	45,4	7,593632	0,7566333	45,4	32,92004	2,116433
45,5	1321,177	0,7582667	45,5	43,54795	0,7583	45,5	7,61191	0,7583	45,5	32,99077	2,121433
45,6	1324,6	0,7599334	45,6	43,6759	0,7599334	45,6	7,651647	0,7599667	45,6	33,06389	2,1264
45,7	1327,136	0,7616333	45,7	43,7816	0,7616	45,7	7,667542	0,7616333	45,7	33,16482	2,131467
45,8	1318,421	0,7632667	45,8	43,90717	0,7633	45,8	7,679462	0,7633	45,8	33,25701	2,1364
45,9	1322,885	0,7649333	45,9	44,06691	0,7649333	45,9	7,699331	0,7649667	45,9	33,34999	2,141467
46	1327,32	0,7666	46	44,17737	0,7666	46	7,715225	0,7666333	46	33,41595	2,1465
46,1	1331,692	0,7683	46,1	44,31565	0,7682667	46,1	7,739067	0,7683	46,1	33,50576	2,151467
46,2	1336,019	0,7699667	46,2	44,46189	0,7699333	46,2	7,758935	0,7699667	46,2	33,59715	2,156467
46,3	1340,223	0,7716333	46,3	44,57156	0,7716	46,3	7,797082	0,7716333	46,3	33,69014	2,161433
