"1 _ 1 +23",,,"1 _ 1 _10",,,"1 _ 2 +35",,
"Время","Сила","Ход","Время","Сила","Ход","Время","Сила","Ход"
"сек","Н","мм","сек","Н","мм","сек","Н","мм"
"114,67","123,3498","114,6586","114,67","103,116","114,658","114,67","87,44558","114,6587"
"114,68","123,3673","114,6687","114,68","103,1144","114,6683","114,68","87,3828","114,6687"
"114,69","123,3768","114,6787","114,69","103,1073","114,6785","114,69","87,31286","114,6784"
"114,7","123,3729","114,6885","114,7","103,089","114,6886","114,7","87,23418","114,6882"
"114,71","123,361","114,6983","114,71","103,0644","114,6987","114,71","87,15788","114,6981"
"114,72","123,3538","114,7082","114,72","103,0485","114,7087","114,72","87,09033","114,7082"
"114,73","123,3594","114,7181","114,73","103,0469","114,7183","114,73","87,02596","114,7185"
"114,74","123,3681","114,7281","114,74","103,0556","114,728","114,74","86,95364","114,7286"
"114,75","123,3729","114,7384","114,75","103,058","114,7379","114,75","86,86463","114,7386"
"114,76","123,3729","114,7486","114,76","103,0485","114,748","114,76","86,76608","114,7486"
"114,77","123,3705","114,7587","114,77","103,0326","114,7583","114,77","86,6731","114,7585"
"114,78","123,3697","114,7686","114,78","103,0246","114,7686","114,78","86,58647","114,7682"
"114,79","123,3768","114,7784","114,79","103,0262","114,7787","114,79","86,50303","114,778"
"114,8","123,3896","114,7883","114,8","103,0286","114,7888","114,8","86,41243","114,788"
"114,81","123,3951","114,7982","114,81","103,0223","114,7985","114,81","86,30753","114,7983"
"114,82","123,3943","114,808","114,82","103,0087","114,8082","114,82","86,1907","114,8085"
"114,83","123,3951","114,8181","114,83","102,9905","114,818","114,83","86,07388","114,8186"
"114,84","123,4039","114,8284","114,84","102,9762","114,8281","114,84","85,96658","114,8287"
"114,85","123,4142","114,8385","114,85","102,9746","114,8384","114,85","85,86565","114,8386"
"114,86","123,4213","114,8485","114,86","102,9833","114,8486","114,86","85,74804","114,8482"
"114,87","123,4301","114,8584","114,87","102,9865","114,8586","114,87","85,60339","114,8579"
"114,88","123,438","114,8684","114,88","102,9746","114,8686","114,88","85,44524","114,8679"
"114,89","123,442","114,8783","114,89","102,9571","114,8786","114,89","85,28868","114,8781"
"114,9","123,442","114,8882","114,9","102,9476","114,8883","114,9","85,14007","114,8884"
"114,91","123,4436","114,8983","114,91","102,9476","114,898","114,91","84,98827","114,8986"
"114,92","123,4484","114,9084","114,92","102,9515","114,9079","114,92","84,82217","114,9088"
"114,93","123,4523","114,9186","114,93","102,9499","114,9181","114,93","84,63303","114,9187"
"114,94","123,4508","114,9286","114,94","102,9428","114,9284","114,94","84,41369","114,9284"
"114,95","123,442","114,9384","114,95","102,9277","114,9386","114,95","84,1713","114,9381"
"114,96","123,4357","114,9482","114,96","102,9158","114,9487","114,96","83,7795","114,9481"
"114,97","123,4396","114,9582","114,97","102,9094","114,9586","114,97","81,54234","114,9582"
"114,98","123,4531","114,9681","114,98","102,9054","114,9684","114,98","72,41567","114,9685"
"114,99","123,4667","114,9781","114,99","102,8983","114,978","114,99","52,44334","114,9786"
"115","123,473","114,9883","115","102,8848","114,9879","115","27,52145","114,9887"
"115,01","123,4738","114,9985","115,01","102,8697","114,998","115,01","9,613037","114,9987"
"115,02","123,4762","115,0085","115,02","102,8617","115,0083","115,02","2,319813","115,0084"
"115,03","123,4873","115,0184","115,03","102,8601","115,0185","115,03","0,166893","115,0179"
"115,04","123,5","115,0284","115,04","102,8585","115,0286","115,04","-0,4704793","115,023"
"115,05","123,5048","115,0383","115,05","102,8514","115,0386","115,05","0,213782","115,0241"
"115,06","123,5008","115,0482","115,06","102,8395","115,0484",,,
"115,07","123,4961","115,0581","115,07","102,822","115,0581",,,
"115,08","123,4953","115,0682","115,08","102,8045","115,068",,,
"115,09","123,4976","115,0784","115,09","102,795","115,0781",,,
"115,1","123,504","115,0886","115,1","102,7926","115,0883",,,
"115,11","123,5088","115,0986","115,11","102,7902","115,0985",,,
"115,12","123,5088","115,1084","115,12","102,7815","115,1085",,,
"115,13","123,5064","115,1183","115,13","102,7656","115,1186",,,
"115,14","123,5096","115,1282","115,14","102,7544","115,1285",,,
"115,15","123,5207","115,1382","115,15","102,7481","115,1382",,,
"115,16","123,5358","115,1482","115,16","102,7417","115,148",,,
"115,17","123,5445","115,1585","115,17","102,7322","115,158",,,
"115,18","123,5445","115,1686","115,18","102,7171","115,1681",,,
"115,19","123,5406","115,1787","115,19","102,7036","115,1785",,,
"115,2","123,5429","115,1885","115,2","102,6964","115,1886",,,
"115,21","123,5525","115,1984","115,21","102,6893","115,1988",,,
"115,22","123,5604","115,2083","115,22","102,6805","115,2088",,,
"115,23","123,5588","115,2181","115,23","102,671","115,2185",,,
"115,24","123,5517","115,2281","115,24","102,6607","115,2282",,,
"115,25","123,5469","115,2383","115,25","102,6511","115,238",,,
"115,26","123,5525","115,2485","115,26","102,6384","115,2481",,,
"115,27","123,57","115,2586","115,27","102,6249","115,2546",,,
"115,28","123,5874","115,2686","115,28","102,6138","115,2562",,,
"115,29","123,5898","115,2785",,,,,,
"115,3","123,5811","115,2883",,,,,,
"115,31","123,5763","115,2983",,,,,,
"115,32","123,5835","115,3082",,,,,,
"115,33","123,5986","115,3183",,,,,,
"115,34","123,6073","115,3285",,,,,,
"115,35","123,6057","115,3386",,,,,,
"115,36","123,6033","115,3486",,,,,,
"115,37","123,6057","115,3585",,,,,,
"115,38","123,6073","115,3683",,,,,,
"115,39","123,6057","115,3782",,,,,,
"115,4","123,6057","115,3882",,,,,,
"115,41","123,6097","115,3982",,,,,,
"115,42","123,6129","115,4085",,,,,,
"115,43","123,6184","115,4186",,,,,,
"115,44","123,6264","115,4286",,,,,,
"115,45","123,6375","115,4384",,,,,,
"115,46","123,6479","115,4482",,,,,,
"115,47","123,6455","115,4581",,,,,,
"115,48","123,6391","115,4681",,,,,,
"115,49","123,6415","115,478",,,,,,
"115,5","123,659","115,4882",,,,,,
"115,51","123,6773","115,4985",,,,,,
"115,52","123,6836","115,5086",,,,,,
"115,53","123,678","115,5186",,,,,,
"115,54","123,6669","115,5285",,,,,,
"115,55","123,6622","115,5384",,,,,,
"115,56","123,6685","115,5483",,,,,,
"115,57","123,682","115,5582",,,,,,
"115,58","123,6939","115,5683",,,,,,
"115,59","123,7003","115,5785",,,,,,
"115,6","123,7019","115,5886",,,,,,
"115,61","123,7043","115,5986",,,,,,
"115,62","123,7114","115,6084",,,,,,
"115,63","123,7218","115,6183",,,,,,
"115,64","123,7289","115,6282",,,,,,
"115,65","123,7321","115,6381",,,,,,
"115,66","123,7313","115,6481",,,,,,
"115,67","123,7241","115,6583",,,,,,
"115,68","123,7178","115,6686",,,,,,
"115,69","123,7241","115,6786",,,,,,
"115,7","123,7361","115,6883",,,,,,
"115,71","123,74","115,6982",,,,,,
"115,72","123,7337","115,7082",,,,,,
"115,73","123,7273","115,7181",,,,,,
"115,74","123,7273","115,7281",,,,,,
"115,75","123,7289","115,7384",,,,,,
"115,76","123,7297","115,7486",,,,,,
"115,77","123,7384","115,7586",,,,,,
"115,78","123,7496","115,7686",,,,,,
"115,79","123,7567","115,7784",,,,,,
"115,8","123,7599","115,7883",,,,,,
"115,81","123,7631","115,7983",,,,,,
"115,82","123,7702","115,8082",,,,,,
"115,83","123,7814","115,8182",,,,,,
"115,84","123,7877","115,8285",,,,,,
"115,85","123,7869","115,8386",,,,,,
"115,86","123,7877","115,8486",,,,,,
"115,87","123,7925","115,8584",,,,,,
"115,88","123,7941","115,8682",,,,,,
"115,89","123,7901","115,8782",,,,,,
"115,9","123,7877","115,8881",,,,,,
"115,91","123,7941","115,8982",,,,,,
"115,92","123,8052","115,9084",,,,,,
"115,93","123,8171","115,9186",,,,,,
"115,94","123,8283","115,9286",,,,,,
"115,95","123,8394","115,9385",,,,,,
"115,96","123,8434","115,9483",,,,,,
"115,97","123,841","115,9582",,,,,,
"115,98","123,8418","115,9681",,,,,,
"115,99","123,8521","115,9781",,,,,,
"116","123,8616","115,9883",,,,,,
"116,01","123,864","115,9985",,,,,,
"116,02","123,8616","116,0086",,,,,,
"116,03","123,8632","116,0186",,,,,,
"116,04","123,8656","116,0284",,,,,,
"116,05","123,868","116,0383",,,,,,
"116,06","123,8664","116,0482",,,,,,
"116,07","123,8616","116,0582",,,,,,
"116,08","123,8569","116,0682",,,,,,
"116,09","123,8592","116,0784",,,,,,
"116,1","123,8704","116,0885",,,,,,
"116,11","123,8839","116,0985",,,,,,
"116,12","123,8934","116,1083",,,,,,
"116,13","123,8958","116,1182",,,,,,
"116,14","123,8958","116,1282",,,,,,
"116,15","123,8998","116,1382",,,,,,
"116,16","123,9093","116,1482",,,,,,
"116,17","123,922","116,1584",,,,,,
"116,18","123,9268","116,1686",,,,,,
"116,19","123,9244","116,1786",,,,,,
"116,2","123,9204","116,1884",,,,,,
"116,21","123,922","116,1982",,,,,,
"116,22","123,9292","116,2081",,,,,,
"116,23","123,9355","116,2181",,,,,,
"116,24","123,9363","116,2281",,,,,,
"116,25","123,9316","116,2383",,,,,,
"116,26","123,9292","116,2485",,,,,,
"116,27","123,9332","116,2586",,,,,,
"116,28","123,9419","116,2686",,,,,,
"116,29","123,9475","116,2784",,,,,,
"116,3","123,9451","116,2883",,,,,,
"116,31","123,9403","116,2982",,,,,,
"116,32","123,9419","116,3081",,,,,,
"116,33","123,9498","116,3182",,,,,,
"116,34","123,961","116,3284",,,,,,
"116,35","123,9665","116,3386",,,,,,
"116,36","123,9697","116,3486",,,,,,
"116,37","123,9745","116,3585",,,,,,
"116,38","123,9777","116,3683",,,,,,
"116,39","123,9824","116,3783",,,,,,
"116,4","123,9912","116,3883",,,,,,
"116,41","124,0023","116,3983",,,,,,
"116,42","124,0055","116,4086",,,,,,
"116,43","124,0047","116,4187",,,,,,
"116,44","124,0047","116,4286",,,,,,
"116,45","124,0079","116,4384",,,,,,
"116,46","124,0126","116,4483",,,,,,
"116,47","124,0142","116,4582",,,,,,
"116,48","124,0158","116,4682",,,,,,
"116,49","124,0166","116,4781",,,,,,
"116,5","124,0182","116,4883",,,,,,
"116,51","124,0214","116,4986",,,,,,
"116,52","124,0261","116,5087",,,,,,
"116,53","124,0341","116,5186",,,,,,
"116,54","124,0349","116,5284",,,,,,
"116,55","124,0325","116,5383",,,,,,
"116,56","124,0365","116,5482",,,,,,
"116,57","124,0476","116,5582",,,,,,
"116,58","124,0595","116,5683",,,,,,
"116,59","124,0706","116,5786",,,,,,
"116,6","124,077","116,5887",,,,,,
"116,61","124,0754","116,5986",,,,,,
"116,62","124,0698","116,6084",,,,,,
"116,63","124,0659","116,6182",,,,,,
"116,64","124,0698","116,6282",,,,,,
"116,65","124,0794","116,6381",,,,,,
"116,66","124,0889","116,6482",,,,,,
"116,67","124,0969","116,6584",,,,,,
"116,68","124,1024","116,6686",,,,,,
"116,69","124,1064","116,6785",,,,,,
"116,7","124,1112","116,6884",,,,,,
"116,71","124,1112","116,6982",,,,,,
"116,72","124,1104","116,7081",,,,,,
"116,73","124,1152","116,7181",,,,,,
"116,74","124,1263","116,7281",,,,,,
"116,75","124,135","116,7383",,,,,,
"116,76","124,1358","116,7486",,,,,,
"116,77","124,1358","116,7586",,,,,,
"116,78","124,1398","116,7685",,,,,,
"116,79","124,1422","116,7784",,,,,,
"116,8","124,1422","116,7883",,,,,,
"116,81","124,1446","116,7983",,,,,,
"116,82","124,1493","116,8081",,,,,,
"116,83","124,1509","116,8182",,,,,,
"116,84","124,1509","116,8285",,,,,,
"116,85","124,1517","116,8385",,,,,,
"116,86","124,1573","116,8484",,,,,,
"116,87","124,162","116,8583",,,,,,
"116,88","124,1652","116,8681",,,,,,
"116,89","124,1668","116,8781",,,,,,
"116,9","124,1668","116,8881",,,,,,
"116,91","124,1644","116,8981",,,,,,
"116,92","124,1652","116,9084",,,,,,
"116,93","124,1779","116,9186",,,,,,
"116,94","124,1986","116,9286",,,,,,
"116,95","124,2137","116,9384",,,,,,
"116,96","124,2113","116,9482",,,,,,
"116,97","124,201","116,9581",,,,,,
"116,98","124,1978","116,9682",,,,,,
"116,99","124,2026","116,9782",,,,,,
"117","124,205","116,9885",,,,,,
"117,01","124,2034","116,9987",,,,,,
"117,02","124,201","117,0088",,,,,,
"117,03","124,1962","117,0187",,,,,,
"117,04","124,1954","117,0285",,,,,,
"117,05","124,205","117,0384",,,,,,
"117,06","124,2208","117,0483",,,,,,
"117,07","124,232","117,0582",,,,,,
"117,08","124,2367","117,0683",,,,,,
"117,09","124,2391","117,0785",,,,,,
"117,1","124,2455","117,0886",,,,,,
"117,11","124,2566","117,0985",,,,,,
"117,12","124,2654","117,1084",,,,,,
"117,13","124,2685","117,1182",,,,,,
"117,14","124,2661","117,1281",,,,,,
"117,15","124,2661","117,1382",,,,,,
"117,16","124,2685","117,1483",,,,,,
"117,17","124,2725","117,1586",,,,,,
"117,18","124,2797","117,1687",,,,,,
"117,19","124,2884","117,1786",,,,,,
"117,2","124,2932","117,1884",,,,,,
"117,21","124,2908","117,1982",,,,,,
"117,22","124,282","117,2082",,,,,,
"117,23","124,2789","117,2181",,,,,,
"117,24","124,2876","117,2282",,,,,,
"117,25","124,2971","117,2385",,,,,,
"117,26","124,2987","117,2486",,,,,,
"117,27","124,2948","117,2586",,,,,,
"117,28","124,2995","117,2686",,,,,,
"117,29","124,3154","117,2784",,,,,,
"117,3","124,3289","117,2882",,,,,,
"117,31","124,3329","117,2982",,,,,,
"117,32","124,3305","117,308",,,,,,
"117,33","124,3313","117,3181",,,,,,
"117,34","124,3369","117,3284",,,,,,
"117,35","124,3448","117,3385",,,,,,
"117,36","124,3512","117,3485",,,,,,
"117,37","124,3552","117,3583",,,,,,
"117,38","124,3528","117,3682",,,,,,
"117,39","124,344","117,3782",,,,,,
"117,4","124,3416","117,3882",,,,,,
"117,41","124,3512","117,3982",,,,,,
"117,42","124,3671","117,4085",,,,,,
"117,43","124,3774","117,4187",,,,,,
"117,44","124,375","117,4287",,,,,,
"117,45","124,371","117,4384",,,,,,
"117,46","124,3718","117,4483",,,,,,
"117,47","124,3798","117,4582",,,,,,
"117,48","124,3893","117,4682",,,,,,
"117,49","124,3941","117,4781",,,,,,
"117,5","124,3869","117,4884",,,,,,
"117,51","124,3774","117,4986",,,,,,
"117,52","124,3758","117,5085",,,,,,
"117,53","124,3862","117,5185",,,,,,
"117,54","124,3957","117,5284",,,,,,
"117,55","124,3941","117,5383",,,,,,
"117,56","124,3869","117,5482",,,,,,
"117,57","124,3869","117,5582",,,,,,
"117,58","124,4044","117,5683",,,,,,
"117,59","124,4267","117,5786",,,,,,
"117,6","124,4378","117,5886",,,,,,
"117,61","124,4378","117,5985",,,,,,
"117,62","124,4346","117,6084",,,,,,
"117,63","124,4314","117,6182",,,,,,
"117,64","124,4275","117,6282",,,,,,
"117,65","124,4338","117,6382",,,,,,
"117,66","124,4473","117,6484",,,,,,
"117,67","124,4585","117,6587",,,,,,
"117,68","124,4585","117,6688",,,,,,
"117,69","124,4537","117,6787",,,,,,
"117,7","124,4537","117,6884",,,,,,
"117,71","124,4609","117,6982",,,,,,
"117,72","124,4728","117,7081",,,,,,
"117,73","124,4855","117,7181",,,,,,
"117,74","124,4926","117,7281",,,,,,
"117,75","124,4903","117,7383",,,,,,
"117,76","124,4863","117,7485",,,,,,
"117,77","124,4903","117,7586",,,,,,
"117,78","124,4966","117,7686",,,,,,
"117,79","124,4966","117,7784",,,,,,
"117,8","124,4895","117,7883",,,,,,
"117,81","124,4863","117,7982",,,,,,
"117,82","124,495","117,8081",,,,,,
"117,83","124,5125","117,8182",,,,,,
"117,84","124,5197","117,8285",,,,,,
"117,85","124,5109","117,8385",,,,,,
"117,86","124,4998","117,8485",,,,,,
"117,87","124,4998","117,8583",,,,,,
"117,88","124,5149","117,8683",,,,,,
"117,89","124,5371","117,8783",,,,,,
"117,9","124,5507","117,8883",,,,,,
"117,91","124,5483","117,8983",,,,,,
"117,92","124,5348","117,9085",,,,,,
"117,93","124,5284","117,9186",,,,,,
"117,94","124,5348","117,9286",,,,,,
"117,95","124,5467","117,9384",,,,,,
"117,96","124,553","117,9482",,,,,,
"117,97","124,5522","117,9581",,,,,,
"117,98","124,5491","117,9681",,,,,,
"117,99","124,553","117,9781",,,,,,
"118","124,5658","117,9884",,,,,,
"118,01","124,5793","117,9985",,,,,,
"118,02","124,5864","118,0085",,,,,,
"118,03","124,5825","118,0184",,,,,,
"118,04","124,5753","118,0283",,,,,,
"118,05","124,5761","118,0383",,,,,,
"118,06","124,5904","118,0483",,,,,,
"118,07","124,6063","118,0582",,,,,,
"118,08","124,6142","118,0683",,,,,,
"118,09","124,6134","118,0785",,,,,,
"118,1","124,6119","118,0886",,,,,,
"118,11","124,6142","118,0986",,,,,,
"118,12","124,6222","118,1084",,,,,,
"118,13","124,6254","118,1183",,,,,,
"118,14","124,623","118,1282",,,,,,
"118,15","124,6142","118,1382",,,,,,
"118,16","124,6071","118,1483",,,,,,
"118,17","124,6111","118,1585",,,,,,
"118,18","124,6222","118,1687",,,,,,
"118,19","124,6293","118,1786",,,,,,
"118,2","124,6246","118,1884",,,,,,
"118,21","124,6087","118,1982",,,,,,
"118,22","124,6007","118,2082",,,,,,
"118,23","124,6119","118,2182",,,,,,
"118,24","124,6333","118,2282",,,,,,
"118,25","124,65","118,2384",,,,,,
"118,26","124,6556","118,2486",,,,,,
"118,27","124,654","118,2586",,,,,,
"118,28","124,6556","118,2685",,,,,,
"118,29","124,6635","118,2784",,,,,,
"118,3","124,6723","118,2883",,,,,,
"118,31","124,6762","118,2982",,,,,,
"118,32","124,6738","118,3082",,,,,,
"118,33","124,6738","118,3183",,,,,,
"118,34","124,6802","118,3285",,,,,,
"118,35","124,6897","118,3386",,,,,,
"118,36","124,6969","118,3485",,,,,,
"118,37","124,6985","118,3583",,,,,,
"118,38","124,6961","118,3682",,,,,,
"118,39","124,6937","118,3781",,,,,,
"118,4","124,6961","118,3882",,,,,,
"118,41","124,7032","118,3983",,,,,,
"118,42","124,7096","118,4085",,,,,,
"118,43","124,7096","118,4186",,,,,,
"118,44","124,708","118,4286",,,,,,
"118,45","124,7128","118,4384",,,,,,
"118,46","124,7239","118,4482",,,,,,
"118,47","124,7366","118,4582",,,,,,
"118,48","124,7478","118,4682",,,,,,
"118,49","124,7525","118,4782",,,,,,
"118,5","124,7486","118,4883",,,,,,
"118,51","124,7454","118,4986",,,,,,
"118,52","124,7462","118,5086",,,,,,
"118,53","124,7533","118,5186",,,,,,
"118,54","124,7636","118,5284",,,,,,
"118,55","124,7668","118,5383",,,,,,
"118,56","124,7621","118,5482",,,,,,
"118,57","124,7549","118,558",,,,,,
"118,58","124,7573","118,5681",,,,,,
"118,59","124,7684","118,5784",,,,,,
"118,6","124,7772","118,5885",,,,,,
"118,61","124,778","118,5985",,,,,,
"118,62","124,7772","118,6084",,,,,,
"118,63","124,7795","118,6183",,,,,,
"118,64","124,7891","118,6283",,,,,,
"118,65","124,7994","118,6383",,,,,,
"118,66","124,8026","118,6483",,,,,,
"118,67","124,7978","118,6585",,,,,,
"118,68","124,7931","118,6687",,,,,,
"118,69","124,7954","118,6786",,,,,,
"118,7","124,8066","118,6884",,,,,,
"118,71","124,8225","118,6982",,,,,,
"118,72","124,8336","118,7082",,,,,,
"118,73","124,836","118,7182",,,,,,
"118,74","124,836","118,7282",,,,,,
"118,75","124,8423","118,7384",,,,,,
"118,76","124,8511","118,7486",,,,,,
"118,77","124,8558","118,7586",,,,,,
"118,78","124,8535","118,7686",,,,,,
"118,79","124,8511","118,7784",,,,,,
"118,8","124,8495","118,7883",,,,,,
"118,81","124,8519","118,7981",,,,,,
"118,82","124,8566","118,8081",,,,,,
"118,83","124,8622","118,8182",,,,,,
"118,84","124,867","118,8285",,,,,,
"118,85","124,8693","118,8386",,,,,,
"118,86","124,8701","118,8486",,,,,,
"118,87","124,8733","118,8585",,,,,,
"118,88","124,8741","118,8684",,,,,,
"118,89","124,8717","118,8784",,,,,,
"118,9","124,867","118,8883",,,,,,
"118,91","124,863","118,8983",,,,,,
"118,92","124,867","118,9085",,,,,,
"118,93","124,8789","118,9186",,,,,,
"118,94","124,8948","118,9286",,,,,,
"118,95","124,9003","118,9384",,,,,,
"118,96","124,89","118,9483",,,,,,
"118,97","124,8805","118,9582",,,,,,
"118,98","124,8876","118,9681",,,,,,
"118,99","124,9059","118,9781",,,,,,
"119","124,9218","118,9883",,,,,,
"119,01","124,9282","118,9985",,,,,,
"119,02","124,9274","119,0085",,,,,,
"119,03","124,9274","119,0185",,,,,,
"119,04","124,9321","119,0284",,,,,,
"119,05","124,9433","119,0383",,,,,,
"119,06","124,9576","119,0482",,,,,,
"119,07","124,9687","119,0582",,,,,,
"119,08","124,9687","119,0683",,,,,,
"119,09","124,9655","119,0785",,,,,,
"119,1","124,9639","119,0886",,,,,,
"119,11","124,9727","119,0986",,,,,,
"119,12","124,9822","119,1084",,,,,,
"119,13","124,9822","119,1182",,,,,,
"119,14","124,9774","119,1282",,,,,,
"119,15","124,9774","119,1382",,,,,,
"119,16","124,9886","119,1482",,,,,,
"119,17","125,0044","119,1585",,,,,,
"119,18","125,0092","119,1687",,,,,,
"119,19","125,0044","119,1785",,,,,,
"119,2","124,9997","119,1882",,,,,,
"119,21","125,0037","119,198",,,,,,
"119,22","125,0108","119,2081",,,,,,
"119,23","125,018","119,2181",,,,,,
"119,24","125,0227","119,2281",,,,,,
"119,25","125,0203","119,2383",,,,,,
"119,26","125,0124","119,2486",,,,,,
"119,27","125,0084","119,2587",,,,,,
"119,28","125,0148","119,2686",,,,,,
"119,29","125,0291","119,2784",,,,,,
"119,3","125,0418","119,2883",,,,,,
"119,31","125,0426","119,2983",,,,,,
"119,32","125,0394","119,3081",,,,,,
"119,33","125,0402","119,3182",,,,,,
"119,34","125,0474","119,3284",,,,,,
"119,35","125,0553","119,3386",,,,,,
"119,36","125,0601","119,3486",,,,,,
"119,37","125,0672","119,3584",,,,,,
"119,38","125,0744","119,3683",,,,,,
"119,39","125,076","119,3783",,,,,,
"119,4","125,076","119,3882",,,,,,
"119,41","125,0776","119,3982",,,,,,
"119,42","125,0799","119,4084",,,,,,
"119,43","125,0807","119,4186",,,,,,
"119,44","125,0831","119,4286",,,,,,
"119,45","125,0871","119,4383",,,,,,
"119,46","125,0911","119,4482",,,,,,
"119,47","125,0911","119,4582",,,,,,
"119,48","125,0935","119,4682",,,,,,
"119,49","125,103","119,4782",,,,,,
"119,5","125,1157","119,4884",,,,,,
"119,51","125,1229","119,4986",,,,,,
"119,52","125,126","119,5087",,,,,,
"119,53","125,1316","119,5186",,,,,,
"119,54","125,1348","119,5285",,,,,,
"119,55","125,1324","119,5384",,,,,,
"119,56","125,1316","119,5483",,,,,,
"119,57","125,1372","119,5582",,,,,,
"119,58","125,1459","119,5683",,,,,,
"119,59","125,1523","119,5785",,,,,,
"119,6","125,1523","119,5885",,,,,,
"119,61","125,1483","119,5985",,,,,,
"119,62","125,1451","119,6084",,,,,,
"119,63","125,1507","119,6183",,,,,,
"119,64","125,1705","119,6282",,,,,,
"119,65","125,1856","119,6382",,,,,,
"119,66","125,1864","119,6482",,,,,,
"119,67","125,1856","119,6585",,,,,,
"119,68","125,1944","119,6686",,,,,,
"119,69","125,2063","119,6786",,,,,,
"119,7","125,2103","119,6884",,,,,,
"119,71","125,2039","119,6982",,,,,,
"119,72","125,1976","119,7082",,,,,,
"119,73","125,1992","119,7181",,,,,,
"119,74","125,2087","119,7281",,,,,,
"119,75","125,2214","119,7383",,,,,,
"119,76","125,227","119,7485",,,,,,
"119,77","125,2246","119,7586",,,,,,
"119,78","125,2214","119,7685",,,,,,
"119,79","125,2222","119,7784",,,,,,
"119,8","125,2302","119,7883",,,,,,
"119,81","125,2405","119,7982",,,,,,
"119,82","125,254","119,8081",,,,,,
"119,83","125,2643","119,8182",,,,,,
"119,84","125,2715","119,8284",,,,,,
"119,85","125,2755","119,8385",,,,,,
"119,86","125,2739","119,8485",,,,,,
"119,87","125,2731","119,8584",,,,,,
"119,88","125,2691","119,8683",,,,,,
"119,89","125,2627","119,8782",,,,,,
"119,9","125,2572","119,8882",,,,,,
"119,91","125,258","119,8982",,,,,,
"119,92","125,2691","119,9085",,,,,,
"119,93","125,285","119,9187",,,,,,
"119,94","125,2953","119,9287",,,,,,
"119,95","125,2937","119,9385",,,,,,
"119,96","125,2866","119,9483",,,,,,
"119,97","125,2842","119,9582",,,,,,
"119,98","125,2874","119,9681",,,,,,
"119,99","125,2953","119,9782",,,,,,
"120","125,3009","119,9884",,,,,,
"120,01","125,3049","119,9986",,,,,,
"120,02","125,3088","120,0086",,,,,,
"120,03","125,3136","120,0186",,,,,,
"120,04","125,316","120,0284",,,,,,
"120,05","125,316","120,0383",,,,,,
"120,06","125,3231","120,0483",,,,,,
"120,07","125,3343","120,0582",,,,,,
"120,08","125,343","120,0683",,,,,,
"120,09","125,3454","120,0785",,,,,,
"120,1","125,3494","120,0886",,,,,,
"120,11","125,3549","120,0985",,,,,,
"120,12","125,3581","120,1084",,,,,,
"120,13","125,3541","120,1183",,,,,,
"120,14","125,347","120,1283",,,,,,
"120,15","125,3438","120,1382",,,,,,
"120,16","125,347","120,1483",,,,,,
"120,17","125,3541","120,1585",,,,,,
"120,18","125,3613","120,1686",,,,,,
"120,19","125,3676","120,1787",,,,,,
"120,2","125,37","120,1884",,,,,,
"120,21","125,37","120,1982",,,,,,
"120,22","125,37","120,2081",,,,,,
"120,23","125,3748","120,2181",,,,,,
"120,24","125,3851","120,2281",,,,,,
"120,25","125,3947","120,2384",,,,,,
"120,26","125,4018","120,2485",,,,,,
"120,27","125,4082","120,2586",,,,,,
"120,28","125,4129","120,2685",,,,,,
"120,29","125,4193","120,2784",,,,,,
"120,3","125,4257","120,2883",,,,,,
"120,31","125,4328","120,2982",,,,,,
"120,32","125,44","120,3081",,,,,,
"120,33","125,4447","120,3182",,,,,,
"120,34","125,4447","120,3284",,,,,,
"120,35","125,4463","120,3386",,,,,,
"120,36","125,4535","120,3486",,,,,,
"120,37","125,4638","120,3584",,,,,,
"120,38","125,467","120,3682",,,,,,
"120,39","125,467","120,3781",,,,,,
"120,4","125,4686","120,3881",,,,,,
"120,41","125,4717","120,3982",,,,,,
"120,42","125,4805","120,4084",,,,,,
"120,43","125,4916","120,4186",,,,,,
"120,44","125,502","120,4286",,,,,,
"120,45","125,5027","120,4384",,,,,,
"120,46","125,4964","120,4482",,,,,,
"120,47","125,4908","120,4582",,,,,,
"120,48","125,4892","120,4682",,,,,,
"120,49","125,4908","120,4782",,,,,,
"120,5","125,4908","120,4884",,,,,,
"120,51","125,4956","120,4986",,,,,,
"120,52","125,5067","120,5087",,,,,,
"120,53","125,5178","120,5186",,,,,,
"120,54","125,5178","120,5284",,,,,,
"120,55","125,5131","120,5384",,,,,,
"120,56","125,5115","120,5484",,,,,,
"120,57","125,5202","120,5583",,,,,,
"120,58","125,529","120,5683",,,,,,
"120,59","125,5337","120,5785",,,,,,
"120,6","125,5314","120,5887",,,,,,
"120,61","125,5266","120,5986",,,,,,
"120,62","125,5186","120,6084",,,,,,
"120,63","125,5131","120,6182",,,,,,
"120,64","125,5115","120,6282",,,,,,
"120,65","125,5178","120,6382",,,,,,
"120,66","125,5337","120,6482",,,,,,
"120,67","125,552","120,6585",,,,,,
"120,68","125,5647","120,6687",,,,,,
"120,69","125,5695","120,6787",,,,,,
"120,7","125,5727","120,6884",,,,,,
"120,71","125,579","120,6981",,,,,,
"120,72","125,5838","120,7081",,,,,,
"120,73","125,5838","120,7181",,,,,,
"120,74","125,5814","120,7281",,,,,,
"120,75","125,5814","120,7384",,,,,,
"120,76","125,5838","120,7486",,,,,,
"120,77","125,5918","120,7586",,,,,,
"120,78","125,5989","120,7686",,,,,,
