"1 _ 1",,,,"1 _ 1_N",,,,"1 _ 2_N",,,,"1 _ 3_N",,,,"1 _ 4_N",,,,"1 _ 5_N",,,,"1 _ 6_N",,,,"1 _ 7_N",,,
"Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1"
"сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм"
"0,85","0,5912781","0,8386667","0,09200001","0,85","1,753966","0,8383","0,125","0,85","24,58254","0,8385333","-0,012","0,85","-0,5880992","0,8380333","0,246","0,85","1,90258","0,8386334","0,074","0,85","1,808008","0,8379334","0,119","0,85","1,959801","0,8381333","0,046","0,85","1,905759","0,8382334","0,063"
"0,86","0,6071727","0,8483","0,093","0,86","1,783371","0,848","0,127","0,86","24,5738","0,8482","-0,012","0,86","-0,5610784","0,8481667","0,249","0,86","1,910528","0,8482333","0,07700001","0,86","1,819134","0,8479334","0,122","0,86","1,982848","0,8479334","0,049","0,86","1,920064","0,848","0,066"
"0,87","0,6222725","0,8580667","0,09500001","0,87","1,814365","0,858","0,128","0,87","24,56665","0,8579333","-0,012","0,87","-0,5396207","0,8584334","0,253","0,87","1,921654","0,8579667","0,079","0,87","1,84536","0,8582","0,124","0,87","2,009074","0,858","0,052","0,87","1,938343","0,858","0,06900001"
"0,88","0,6333987","0,8680667","0,096","0,88","1,835028","0,8681334","0,13","0,88","24,56745","0,8678667","-0,012","0,88","-0,5173683","0,8686","0,256","0,88","1,944701","0,8679667","0,082","0,88","1,886686","0,8684","0,127","0,88","2,030532","0,8683","0,055","0,88","1,960595","0,8682","0,072"
"0,89","0,6445249","0,8782667","0,097","0,89","1,842976","0,8783666","0,131","0,89","24,57539","0,8780667","-0,012","0,89","-0,4879633","0,8787","0,259","0,89","1,978874","0,8782667","0,085","0,89","1,929601","0,8785667","0,131","0,89","2,0504","0,8785334","0,057","0,89","1,989206","0,8784","0,074"
"0,9","0,6564458","0,8884667","0,09900001","0,9","1,841386","0,8886","0,133","0,9","24,5897","0,8883333","-0,012","0,9","-0,4545847","0,8886","0,263","0,9","2,009869","0,8885334","0,08800001","0,9","1,955827","0,8887","0,133","0,9","2,071063","0,8886667","0,06","0,9","2,024968","0,8886","0,07700001"
"0,91","0,667572","0,8985667","0,1","0,91","1,846155","0,8988","0,134","0,91","24,60957","0,8985333","-0,012","0,91","-0,4299482","0,8983","0,266","0,91","2,028147","0,8986667","0,09100001","0,91","1,967748","0,8986","0,136","0,91","2,094905","0,8987","0,063","0,91","2,063115","0,8987333","0,08000001"
"0,92","0,6779035","0,9087334","0,102","0,92","1,863639","0,9087334","0,136","0,92","24,63182","0,9086667","-0,012","0,92","-0,4164378","0,9080334","0,269","0,92","2,039274","0,9087667","0,094","0,92","1,978874","0,9083","0,138","0,92","2,114773","0,9085667","0,066","0,92","2,088547","0,9086334","0,083"
"0,93","0,688235","0,9187","0,103","0,93","1,879533","0,9185","0,138","0,93","24,64294","0,9186333","-0,012","0,93","-0,4005432","0,9179","0,272","0,93","2,055168","0,9186333","0,097","0,93","1,996358","0,9180667","0,142","0,93","2,129078","0,9183334","0,06900001","0,93","2,098878","0,9183334","0,086"
"0,94","0,705719","0,9284334","0,104","0,94","1,888275","0,9280667","0,14","0,94","24,63818","0,9283333","-0,012","0,94","-0,371933","0,9279667","0,275","0,94","2,076626","0,9282667","0,1","0,94","2,012253","0,9280334","0,145","0,94","2,142588","0,9281","0,071","0,94","2,102057","0,9280667","0,08800001"
"0,95","0,726382","0,9381334","0,106","0,95","1,893044","0,9378334","0,142","0,95","24,62705","0,938","-0,013","0,95","-0,3353755","0,9382333","0,279","0,95","2,102057","0,938","0,103","0,95","2,020995","0,9382","0,148","0,95","2,162457","0,9380333","0,074","0,95","2,113183","0,9380667","0,09100001"
"0,96","0,7486343","0,9479667","0,107","0,96","1,901785","0,9479","0,143","0,96","24,62308","0,9478667","-0,013","0,96","-0,3004074","0,9485","0,282","0,96","2,125899","0,948","0,106","0,96","2,03371","0,9484","0,151","0,96","2,187093","0,9482667","0,07700001","0,96","2,137025","0,9483","0,09500001"
"0,97","0,7645289","0,9580667","0,108","0,97","1,91768","0,9582334","0,145","0,97","24,62784","0,958","-0,013","0,97","-0,2805392","0,9586","0,285","0,97","2,146562","0,9582334","0,109","0,97","2,059142","0,9585","0,153","0,97","2,209346","0,9585","0,08000001","0,97","2,16643","0,9585333","0,098"
"0,98","0,7748604","0,9683","0,11","0,98","1,942317","0,9685","0,147","0,98","24,64056","0,9683","-0,013","0,98","-0,2670288","0,9686334","0,288","0,98","2,169609","0,9685333","0,111","0,98","2,094905","0,9687","0,156","0,98","2,223651","0,9685333","0,083","0,98","2,191861","0,9686667","0,1"
"0,99","0,7859866","0,9785","0,111","0,99","1,966953","0,9786667","0,149","0,99","24,65645","0,9784667","-0,013","0,99","-0,2479553","0,9784667","0,292","0,99","2,198219","0,9786333","0,114","0,99","2,128283","0,9787","0,159","0,99","2,232393","0,9786667","0,085","0,99","2,214114","0,9788","0,103"
"1","0,8018811","0,9886667","0,112","1","1,97649","0,9887","0,15","1","24,67394","0,9886333","-0,013","1","-0,2185504","0,9882333","0,296","1","2,22524","0,9887334","0,117","1","2,15133","0,9884334","0,162","1","2,243519","0,9886","0,08800001","1","2,234777","0,9887334","0,106"
"1,01","0,8153915","0,9986667","0,114","1,01","1,973311","0,9985334","0,152","1,01","24,68983","0,9987","-0,013","1,01","-0,1899401","0,9980667","0,299","1,01","2,243519","0,9987667","0,12","1,01","2,168814","0,9982","0,165","1,01","2,264977","0,9983","0,09100001","1,01","2,254645","0,9984667","0,109"
"1,02","0,8225441","1,0084","0,115","1,02","1,973311","1,0082","0,153","1,02","24,69699","1,0085","-0,013","1,02","-0,1716614","1,008067","0,302","1,02","2,254645","1,008467","0,123","1,02","2,184709","1,008033","0,167","1,02","2,290408","1,008033","0,094","1,02","2,267361","1,0081","0,112"
"1,03","0,8289019","1,018167","0,116","1,03","1,989206","1,017933","0,155","1,03","24,69858","1,018233","-0,014","1,03","-0,1565615","1,018267","0,305","1,03","2,267361","1,018167","0,125","1,03","2,199014","1,018133","0,17","1,03","2,315044","1,017967","0,097","1,03","2,272924","1,017967","0,115"
"1,04","0,8408229","1,028033","0,118","1,04","2,018611","1,027933","0,157","1,04","24,69699","1,028067","-0,014","1,04","-0,1366933","1,028533","0,309","1,04","2,290408","1,028033","0,128","1,04","2,218882","1,028333","0,173","1,04","2,334913","1,028067","0,09900001","1,04","2,28405","1,028067","0,117"
"1,05","0,8535385","1,0381","0,119","1,05","2,051989","1,038133","0,158","1,05","24,6946","1,0381","-0,014","1,05","-0,1072884","1,038667","0,311","1,05","2,321402","1,0381","0,131","1,05","2,242724","1,0385","0,177","1,05","2,353191","1,0384","0,102","1,05","2,308686","1,038333","0,12"
"1,06","0,8646647","1,0484","0,12","1,06","2,074242","1,048367","0,159","1,06","24,69858","1,048367","-0,014","1,06","-0,07549921","1,048767","0,315","1,06","2,350807","1,0484","0,134","1,06","2,265771","1,0487","0,179","1,06","2,37306","1,0487","0,105","1,06","2,339681","1,048533","0,123"
"1,07","0,8781751","1,058567","0,122","1,07","2,081394","1,058533","0,161","1,07","24,70811","1,058467","-0,014","1,07","-0,04609426","1,058633","0,318","1,07","2,37306","1,058633","0,137","1,07","2,28405","1,058767","0,182","1,07","2,396107","1,058967","0,108","1,07","2,364318","1,0587","0,126"
"1,08","0,8940697","1,068633","0,123","1,08","2,082189","1,068667","0,163","1,08","24,72003","1,0685","-0,014","1,08","-0,01986822","1,068367","0,321","1,08","2,38657","1,068867","0,14","1,08","2,303918","1,068567","0,184","1,08","2,422333","1,068867","0,111","1,08","2,380212","1,068667","0,129"
"1,09","0,9099643","1,078667","0,125","1,09","2,090931","1,078567","0,164","1,09","24,73513","1,078633","-0,014","1,09","0,004768372","1,0781","0,324","1,09","2,40008","1,0789","0,143","1,09","2,322197","1,0782","0,187","1,09","2,44538","1,078533","0,114","1,09","2,396107","1,078433","0,131"
"1,1","0,9226799","1,088533","0,126","1,1","2,108415","1,0883","0,166","1,1","24,74864","1,088533","-0,014","1,1","0,02702077","1,087967","0,328","1,1","2,418359","1,088667","0,146","1,1","2,339681","1,087933","0,191","1,1","2,462864","1,0881","0,116","1,1","2,418359","1,088167","0,134"
"1,11","0,9385745","1,098233","0,128","1,11","2,120336","1,098067","0,168","1,11","24,75977","1,098233","-0,015","1,11","0,04847844","1,098067","0,331","1,11","2,438227","1,0983","0,149","1,11","2,357165","1,097933","0,194","1,11","2,477169","1,097867","0,119","1,11","2,441406","1,097967","0,137"
"1,12","0,9568532","1,107967","0,129","1,12","2,12431","1,108","0,17","1,12","24,7709","1,108","-0,015","1,12","0,06834666","1,108333","0,334","1,12","2,454122","1,107967","0,151","1,12","2,377828","1,108233","0,196","1,12","2,497037","1,107967","0,122","1,12","2,462864","1,108","0,14"
"1,13","0,9711583","1,117967","0,131","1,13","2,126694","1,118167","0,172","1,13","24,78043","1,118","-0,015","1,13","0,08583069","1,1185","0,337","1,13","2,466043","1,1179","0,154","1,13","2,402465","1,1185","0,199","1,13","2,526442","1,1183","0,125","1,13","2,485116","1,1183","0,143"
"1,14","0,9814898","1,128167","0,132","1,14","2,137025","1,128433","0,174","1,14","24,78679","1,128133","-0,015","1,14","0,1041094","1,128633","0,34","1,14","2,485911","1,1281","0,157","1,14","2,423127","1,128667","0,202","1,14","2,559026","1,128533","0,128","1,14","2,512137","1,1285","0,145"
"1,15","0,992616","1,138433","0,133","1,15","2,15133","1,138567","0,175","1,15","24,79315","1,1383","-0,015","1,15","0,1303355","1,1386","0,344","1,15","2,514521","1,138367","0,16","1,15","2,438227","1,138767","0,205","1,15","2,584457","1,138667","0,131","1,15","2,542337","1,138567","0,148"
"1,16","1,006921","1,148633","0,134","1,16","2,171993","1,1487","0,177","1,16","24,80189","1,148567","-0,015","1,16","0,1621246","1,1484","0,347","1,16","2,548695","1,148533","0,163","1,16","2,451738","1,148667","0,208","1,16","2,60512","1,1487","0,133","1,16","2,566179","1,1487","0,151"
"1,17","1,020432","1,1588","0,135","1,17","2,19663","1,1587","0,179","1,17","24,81143","1,158767","-0,015","1,17","0,193119","1,1581","0,351","1,17","2,577305","1,158633","0,166","1,17","2,467632","1,158367","0,211","1,17","2,624194","1,158533","0,136","1,17","2,578099","1,158633","0,154"
"1,18","1,028379","1,168667","0,136","1,18","2,214114","1,168467","0,181","1,18","24,82096","1,1687","-0,015","1,18","0,2177556","1,167867","0,354","1,18","2,59161","1,168567","0,168","1,18","2,488295","1,1681","0,213","1,18","2,644857","1,168233","0,139","1,18","2,584457","1,168333","0,157"
"1,19","1,031558","1,1783","0,138","1,19","2,221267","1,178033","0,183","1,19","24,82096","1,1784","-0,015","1,19","0,2384186","1,1779","0,357","1,19","2,600352","1,1783","0,171","1,19","2,508163","1,177967","0,216","1,19","2,667904","1,177933","0,142","1,19","2,597968","1,178033","0,16"
"1,2","1,039505","1,1879","0,14","1,2","2,229214","1,1878","0,184","1,2","24,81381","1,187933","-0,016","1,2","0,2638499","1,188067","0,36","1,2","2,615452","1,188","0,174","1,2","2,524058","1,188067","0,219","1,2","2,685388","1,187833","0,145","1,2","2,622604","1,187933","0,162"
"1,21","1,05381","1,197733","0,141","1,21","2,242724","1,1978","0,186","1,21","24,80984","1,1977","-0,016","1,21","0,2964338","1,198233","0,364","1,21","2,643267","1,197833","0,177","1,21","2,5479","1,198267","0,222","1,21","2,697309","1,197967","0,148","1,21","2,64883","1,198","0,165"
"1,22","1,071294","1,2079","0,143","1,22","2,25385","1,208033","0,187","1,22","24,82255","1,2078","-0,016","1,22","0,3266335","1,208433","0,367","1,22","2,671878","1,207967","0,18","1,22","2,579689","1,208433","0,225","1,22","2,712409","1,208167","0,15","1,22","2,667904","1,2083","0,168"
"1,23","1,088778","1,2182","0,145","1,23","2,256234","1,218333","0,188","1,23","24,8456","1,218133","-0,016","1,23","0,3488859","1,218567","0,37","1,23","2,69254","1,218233","0,183","1,23","2,613068","1,218667","0,227","1,23","2,733072","1,2184","0,153","1,23","2,683004","1,218567","0,171"
"1,24","1,105467","1,228433","0,146","1,24","2,261003","1,228567","0,19","1,24","24,86149","1,228433","-0,016","1,24","0,3663699","1,2284","0,373","1,24","2,708435","1,2284","0,185","1,24","2,63532","1,228633","0,23","1,24","2,755324","1,228633","0,156","1,24","2,698898","1,2288","0,174"
"1,25","1,118978","1,2386","0,147","1,25","2,276897","1,238633","0,192","1,25","24,86308","1,238667","-0,016","1,25","0,3862381","1,238067","0,377","1,25","2,730687","1,238633","0,188","1,25","2,647241","1,238333","0,233","1,25","2,773603","1,238567","0,159","1,25","2,714793","1,238767","0,176"
"1,26","1,126925","1,248633","0,148","1,26","2,299945","1,248433","0,193","1,26","24,85355","1,248667","-0,016","1,26","0,4116694","1,247867","0,38","1,26","2,760092","1,248633","0,191","1,26","2,656778","1,248033","0,236","1,26","2,793471","1,248267","0,162","1,26","2,732277","1,2484","0,179"
"1,27","1,134078","1,2584","0,149","1,27","2,319018","1,258167","0,195","1,27","24,84719","1,258433","-0,016","1,27","0,4378954","1,257933","0,384","1,27","2,779961","1,258333","0,194","1,27","2,669493","1,257867","0,239","1,27","2,814929","1,258033","0,164","1,27","2,750556","1,257967","0,182"
"1,28","1,145204","1,268233","0,151","1,28","2,330144","1,267967","0,197","1,28","24,85355","1,268133","-0,016","1,28","0,4569689","1,268233","0,387","1,28","2,787113","1,268033","0,197","1,28","2,690156","1,2679","0,242","1,28","2,834002","1,267967","0,167","1,28","2,771219","1,267767","0,185"
"1,29","1,159509","1,2781","0,152","1,29","2,343655","1,278","0,199","1,29","24,86547","1,277967","-0,016","1,29","0,474453","1,2785","0,39","1,29","2,798239","1,277933","0,2","1,29","2,714793","1,278233","0,245","1,29","2,85387","1,278167","0,171","1,29","2,792676","1,277933","0,188"
"1,3","1,174609","1,288167","0,153","1,3","2,35796","1,288267","0,201","1,3","24,87659","1,288","-0,017","1,3","0,4943212","1,288567","0,393","1,3","2,822876","1,288067","0,202","1,3","2,739429","1,2885","0,248","1,3","2,878507","1,288433","0,174","1,3","2,814929","1,288267","0,19"
"1,31","1,192093","1,298433","0,155","1,31","2,370675","1,2985","0,203","1,31","24,8901","1,298167","-0,017","1,31","0,5197525","1,298633","0,397","1,31","2,85387","1,298367","0,205","1,31","2,760092","1,2987","0,251","1,31","2,905528","1,298633","0,176","1,31","2,837976","1,298533","0,193"
"1,32","1,211166","1,308567","0,156","1,32","2,381802","1,308567","0,204","1,32","24,90362","1,308333","-0,017","1,32","0,5467733","1,308533","0,4","1,32","2,873739","1,3086","0,209","1,32","2,779166","1,3088","0,253","1,32","2,930164","1,3088","0,179","1,32","2,860228","1,3087","0,196"
"1,33","1,232624","1,318633","0,158","1,33","2,396107","1,318767","0,206","1,33","24,90838","1,3185","-0,017","1,33","0,5714099","1,318233","0,403","1,33","2,882481","1,3188","0,212","1,33","2,797445","1,3186","0,256","1,33","2,950032","1,318767","0,182","1,33","2,874533","1,318667","0,199"
"1,34","1,246929","1,328633","0,159","1,34","2,412001","1,328667","0,207","1,34","24,90838","1,328667","-0,017","1,34","0,5912781","1,327933","0,406","1,34","2,893607","1,328833","0,214","1,34","2,817313","1,3282","0,259","1,34","2,968311","1,328467","0,185","1,34","2,882481","1,3285","0,202"
"1,35","1,254876","1,3385","0,161","1,35","2,427101","1,338333","0,209","1,35","24,91077","1,338567","-0,017","1,35","0,6087621","1,337867","0,41","1,35","2,916654","1,338533","0,216","1,35","2,837976","1,337967","0,262","1,35","2,98659","1,338133","0,188","1,35","2,892017","1,338267","0,205"
"1,36","1,258055","1,348267","0,163","1,36","2,439022","1,348033","0,21","1,36","24,92348","1,348267","-0,017","1,36","0,6270409","1,348033","0,413","1,36","2,945264","1,348167","0,219","1,36","2,860228","1,347967","0,265","1,36","3,002485","1,347933","0,191","1,36","2,911885","1,348133","0,208"
"1,37","1,265208","1,358033","0,164","1,37","2,44538","1,358","0,212","1,37","24,94017","1,358067","-0,017","1,37","0,6540616","1,3584","0,416","1,37","2,967517","1,357933","0,223","1,37","2,887249","1,3582","0,268","1,37","3,017585","1,358033","0,193","1,37","2,939701","1,358167","0,211"
"1,38","1,27395","1,368067","0,165","1,38","2,447764","1,368167","0,214","1,38","24,95289","1,368033","-0,017","1,38","0,6858508","1,3686","0,42","1,38","2,981822","1,367967","0,226","1,38","2,920628","1,3685","0,271","1,38","3,037453","1,3683","0,196","1,38","2,97308","1,3684","0,214"
"1,39","1,282692","1,378233","0,167","1,39","2,454917","1,3784","0,215","1,39","24,95448","1,3782","-0,018","1,39","0,7128716","1,378733","0,423","1,39","2,999306","1,3782","0,228","1,39","2,948443","1,378633","0,274","1,39","3,064473","1,3785","0,199","1,39","3,00169","1,378567","0,216"
"1,4","1,296202","1,388467","0,168","1,4","2,471606","1,388633","0,217","1,4","24,9505","1,388433","-0,018","1,4","0,7343292","1,3887","0,426","1,4","3,026326","1,388433","0,231","1,4","2,963543","1,388733","0,277","1,4","3,085136","1,3886","0,202","1,4","3,017585","1,388667","0,219"
"1,41","1,314481","1,3986","0,169","1,41","2,488295","1,398767","0,219","1,41","24,94812","1,3986","-0,018","1,41","0,7549922","1,3984","0,429","1,41","3,055732","1,3986","0,234","1,41","2,97308","1,3986","0,279","1,41","3,092289","1,3986","0,205","1,41","3,019969","1,398733","0,222"
"1,42","1,327991","1,4087","0,171","1,42","2,501806","1,4087","0,22","1,42","24,94892","1,408733","-0,018","1,42","0,7780393","1,408033","0,433","1,42","3,077984","1,408733","0,237","1,42","2,994537","1,408333","0,282","1,42","3,096263","1,408433","0,207","1,42","3,031095","1,4086","0,225"
"1,43","1,334349","1,418567","0,172","1,43","2,514521","1,4184","0,222","1,43","24,95289","1,418733","-0,018","1,43","0,7971128","1,417833","0,436","1,43","3,092289","1,418567","0,24","1,43","3,026326","1,4181","0,285","1,43","3,113747","1,4182","0,21","1,43","3,0605","1,4183","0,228"
"1,44","1,344681","1,428333","0,174","1,44","2,528032","1,428","0,224","1,44","24,96401","1,428467","-0,018","1,44","0,8066495","1,427867","0,439","1,44","3,112157","1,428267","0,242","1,44","3,050963","1,428067","0,288","1,44","3,143152","1,427933","0,213","1,44","3,095468","1,428067","0,231"
"1,45","1,360575","1,438","0,175","1,45","2,541542","1,437833","0,226","1,45","24,97593","1,438133","-0,018","1,45","0,8193652","1,4382","0,442","1,45","3,139178","1,438067","0,245","1,45","3,062089","1,438267","0,291","1,45","3,172557","1,437933","0,216","1,45","3,114541","1,438033","0,234"
"1,46","1,379649","1,447833","0,177","1,46","2,555053","1,447933","0,228","1,46","24,99262","1,448","-0,018","1,46","0,8424123","1,448467","0,446","1,46","3,165404","1,448033","0,248","1,46","3,067652","1,448467","0,294","1,46","3,190835","1,448233","0,219","1,46","3,124873","1,4482","0,236"
"1,47","1,396338","1,458033","0,178","1,47","2,566973","1,458233","0,23","1,47","25,00852","1,458033","-0,018","1,47","0,8757909","1,4586","0,449","1,47","3,179709","1,458233","0,251","1,47","3,081163","1,458567","0,297","1,47","3,209114","1,4586","0,222","1,47","3,141562","1,4585","0,239"
"1,48","1,408259","1,4684","0,18","1,48","2,582073","1,468467","0,231","1,48","25,02044","1,468233","-0,018","1,48","0,9091695","1,468667","0,452","1,48","3,186067","1,4685","0,254","1,48","3,103415","1,468667","0,299","1,48","3,23534","1,468667","0,224","1,48","3,170967","1,468633","0,242"
