"1 _ 1",,,
"Время","Сила","Ход","Экст.1"
"сек","Н","мм","мм"
"6,57","26,52327","106,695","36,5804"
"6,58","26,52486","106,8619","36,69103"
"6,59","26,51135","107,0285","36,74698"
"6,6","26,50261","107,1949","36,84998"
"6,61","26,53201","107,3618","36,91356"
"6,62","26,58129","107,5287","37,02418"
"6,63","26,61308","107,6951","37,08776"
"6,64","26,63056","107,8618","37,09539"
"6,65","26,64169","108,0286","37,08776"
"6,66","26,65599","108,1951","37,23018"
"6,67","26,70209","108,3618","37,28485"
"6,68","26,75851","108,5286","37,28485"
"6,69","26,78315","108,6952","37,36496"
"6,7","26,78712","108,8617","37,42854"
"6,71","26,78712","109,0284","37,42854"
"6,72","26,78315","109,1951","37,42854"
"6,73","26,80143","109,3618","37,42854"
"6,74","26,84116","109,5284","37,515"
"6,75","26,87057","109,695","37,57858"
"6,76","26,89044","109,8618","37,57858"
"6,77","26,90872","110,0285","37,68921"
"6,78","26,92302","110,195","37,75279"
"6,79","26,95243","110,3619","37,75279"
"6,8","26,99216","110,5285","37,88757"
"6,81","27,01918","110,6949","37,93462"
"6,82","27,04382","110,8618","37,94352"
"6,83","27,07243","111,0287","38,06178"
"6,84","27,08594","111,1951","38,11773"
"6,85","27,09786","111,3617","38,10883"
"6,86","27,11296","111,5286","38,23598"
"6,87","27,1066","111,6952","38,29956"
"6,88","27,09945","111,8618","38,29956"
"6,89","27,11058","112,0286","38,43435"
"6,9","27,12488","112,1952","38,48903"
"6,91","27,14475","112,3618","38,4814"
"6,92","27,1829","112,5285","38,48903"
"6,93","27,22343","112,6951","38,48903"
"6,94","27,26396","112,8619","38,62381"
"6,95","27,30846","113,0285","38,67213"
"6,96","27,33549","113,195","38,73571"
"6,97","27,35376","113,3619","38,80692"
"6,98","27,38476","113,5286","38,94933"
"6,99","27,40065","113,695","39,02054"
"7","27,40304","113,8618","39,0358"
"7,01","27,40304","114,0286","39,16295"
"7,02","27,3784","114,1951","39,2189"
"7,03","27,35774","114,3618","39,2189"
"7,04","27,37999","114,5287","39,2189"
"7,05","27,41893","114,6951","39,2189"
"7,06","27,45231","114,8616","39,2189"
"7,07","27,47456","115,0285","39,2189"
"7,08","27,4682","115,1952","39,3219"
"7,09","27,45072","115,3618","39,48848"
"7,1","27,46344","115,5285","39,55078"
"7,11","27,49523","115,6952","39,64615"
"7,12","27,51589","115,8618","39,69447"
"7,13","27,53099","116,0284","39,69447"
"7,14","27,53735","116,195","39,7021"
"7,15","27,54609","116,3619","39,85977"
"7,16","27,58741","116,5285","39,94751"
"7,17","27,63589","116,6951","39,94751"
"7,18","27,6653","116,8619","39,94751"
"7,19","27,68755","117,0286","39,94751"
"7,2","27,71219","117,1949","39,94751"
"7,21","27,75272","117,3617","40,02635"
"7,22","27,81153","117,5287","40,09755"
"7,23","27,86398","117,6952","40,10646"
"7,24","27,90531","117,8618","40,20055"
"7,25","27,92438","118,0286","40,23234"
"7,26","27,89974","118,1951","40,24124"
"7,27","27,86398","118,3617","40,24124"
"7,28","27,88544","118,5286","40,24124"
"7,29","27,95378","118,6952","40,34424"
"7,3","28,00703","118,8618","40,39891"
"7,31","28,0118","119,0285","40,39891"
"7,32","27,96491","119,1952","40,49428"
"7,33","27,91484","119,362","40,55023"
"7,34","27,922","119,5285","40,55023"
"7,35","27,9808","119,695","40,70028"
"7,36","28,04915","119,8618","40,77148"
"7,37","28,08968","120,0285","40,77148"
"7,38","28,07856","120,195","40,88211"
"7,39","28,04915","120,3619","40,93806"
"7,4","28,05153","120,5286","41,06522"
"7,41","28,09922","120,6949","41,23942"
"7,42","28,16598","120,8617","41,2941"
"7,43","28,20412","121,0286","41,31063"
"7,44","28,19141","121,1951","41,42125"
"7,45","28,16916","121,3617","41,46067"
"7,46","28,18823","121,5286","41,4683"
"7,47","28,24545","121,6952","41,46067"
"7,48","28,30505","121,8618","41,46067"
"7,49","28,33446","122,0285","41,46067"
"7,5","28,32572","122,195","41,5802"
"7,51","28,31221","122,3617","41,65904"
"7,52","28,33764","122,5285","41,66667"
"7,53","28,39486","122,6952","41,77729"
"7,54","28,44652","122,862","41,82561"
"7,55","28,46003","123,0286","41,91971"
"7,56","28,42983","123,1949","41,97566"
"7,57","28,40678","123,3619","41,97566"
"7,58","28,44334","123,5286","42,09518"
"7,59","28,51963","123,6951","42,16639"
"7,6","28,57924","123,8618","42,16639"
"7,61","28,59274","124,0286","42,15749"
"7,62","28,56096","124,195","42,16639"
"7,63","28,52758","124,3617","42,30881"
"7,64","28,55937","124,5285","42,38002"
"7,65","28,64758","124,695","42,37239"
"7,66","28,72388","124,8617","42,50717"
"7,67","28,74056","125,0286","42,56185"
"7,68","28,68732","125,1953","42,72842"
"7,69","28,62453","125,3619","42,82379"
"7,7","28,62612","125,5284","42,83905"
"7,71","28,68732","125,6951","42,92679"
"7,72","28,74533","125,8618","42,97383"
"7,73","28,766","126,0286","42,97383"
"7,74","28,74056","126,1952","42,98146"
"7,75","28,7048","126,3619","43,10862"
"7,76","28,73262","126,5285","43,17983"
"7,77","28,8113","126,695","43,17983"
"7,78","28,86772","126,8618","43,19636"
"7,79","28,88203","127,0286","43,28283"
"7,8","28,86693","127,195","43,33115"
"7,81","28,85739","127,3617","43,33115"
"7,82","28,90507","127,5287","43,4494"
"7,83","28,99965","127,6952","43,50535"
"7,84","29,0823","127,8618","43,51298"
"7,85","29,11647","128,0285","43,64777"
"7,86","29,09819","128,1951","43,71898"
"7,87","29,06243","128,3618","43,81434"
"7,88","29,08468","128,5286","43,86139"
"7,89","29,15064","128,6953","43,86139"
"7,9","29,19038","128,8618","43,94913"
"7,91","29,17528","129,0284","44,02034"
"7,92","29,1117","129,1951","44,0038"
"7,93","29,04654","129,3619","44,01143"
"7,94","29,06084","129,5285","44,02034"
"7,95","29,15939","129,695","44,02034"
"7,96","29,26668","129,8619","44,02034"
"7,97","29,31674","130,0286","44,15512"
"7,98","29,28734","130,1949","44,32042"
"7,99","29,22853","130,3617","44,3929"
"8","29,22694","130,5285","44,47937"
"8,01","29,2937","130,695","44,51116"
"8,02","29,36363","130,8617","44,63832"
"8,03","29,38986","131,0287","44,68536"
"8,04","29,35807","131,1952","44,70189"
"8,05","29,30085","131,3617","44,70189"
"8,06","29,29767","131,5285","44,69299"
"8,07","29,37635","131,6952","44,68536"
"8,08","29,49556","131,8618","44,70189"
"8,09","29,58536","132,0285","44,82015"
"8,1","29,58139","132,1952","44,8672"
"8,11","29,52019","132,3619","44,8672"
"8,12","29,50986","132,5285","44,85957"
"8,13","29,579","132,6951","45,01088"
"8,14","29,65053","132,8619","45,07319"
"8,15","29,6553","133,0285","45,19272"
"8,16","29,5949","133,195","45,24739"
"8,17","29,5337","133,3619","45,36692"
"8,18","29,54721","133,5287","45,42287"
"8,19","29,64576","133,6951","45,58055"
"8,2","29,76735","133,8617","45,64412"
"8,21","29,82855","134,0286","45,63649"
"8,22","29,79835","134,1951","45,65175"
"8,23","29,73398","134,3618","45,65175"
"8,24","29,74113","134,5286","45,64412"
"8,25","29,84444","134,6952","45,60471"
"8,26","29,95094","134,8617","45,71533"
"8,27","29,96047","135,0285","45,75475"
"8,28","29,86828","135,1952","45,88954"
"8,29","29,75464","135,3618","46,04848"
"8,3","29,70934","135,5284","46,0879"
"8,31","29,76497","135,6951","46,19853"
"8,32","29,85716","135,8619","46,25447"
"8,33","29,88895","136,0285","46,25447"
"8,34","29,84762","136,1949","46,25447"
"8,35","29,80153","136,3617","46,25447"
"8,36","29,8365","136,5284","46,24685"
"8,37","29,95809","136,695","46,25447"
"8,38","30,08366","136,8619","46,25447"
"8,39","30,12498","137,0287","46,37273"
"8,4","30,08445","137,1951","46,42868"
"8,41","30,03438","137,3617","46,57109"
"8,42","30,04392","137,5286","46,62704"
"8,43","30,12498","137,6951","46,73004"
"8,44","30,20287","137,8618","46,77709"
"8,45","30,20684","138,0286","46,91188"
"8,46","30,14485","138,1952","46,97545"
"8,47","30,08445","138,3618","46,97545"
"8,48","30,09717","138,5286","46,97545"
"8,49","30,1981","138,6952","46,96782"
"8,5","30,31015","138,8619","46,97545"
"8,51","30,34671","139,0285","46,98308"
"8,52","30,30459","139,195","46,97545"
"8,53","30,25532","139,3619","46,97545"
"8,54","30,27201","139,5285","47,07082"
"8,55","30,36976","139,695","47,1255"
"8,56","30,47705","139,8618","47,24503"
"8,57","30,48976","140,0286","47,45865"
"8,58","30,40791","140,195","47,52223"
"8,59","30,31492","140,3616","47,64811"
"8,6","30,29346","140,5285","47,71169"
"8,61","30,37771","140,695","47,71169"
"8,62","30,49533","140,8617","47,71169"
"8,63","30,54619","141,0286","47,71169"
"8,64","30,50804","141,1952","47,71169"
"8,65","30,454","141,3618","47,71169"
"8,66","30,47625","141,5285","47,70406"
"8,67","30,59785","141,6952","47,69643"
"8,68","30,74646","141,8618","47,71169"
"8,69","30,8164","142,0284","47,82359"
"8,7","30,78063","142,195","47,87827"
"8,71","30,7258","142,3618","47,98126"
"8,72","30,74249","142,5285","48,15547"
"8,73","30,83865","142,6951","48,31441"
"8,74","30,92209","142,8619","48,47209"
"8,75","30,9062","143,0286","48,5204"
"8,76","30,79971","143,195","48,5204"
"8,77","30,68765","143,3619","48,5204"
"8,78","30,66619","143,5287","48,51278"
"8,79","30,75997","143,6951","48,39325"
"8,8","30,88951","143,8617","48,36909"
"8,81","30,94594","144,0286","48,36909"
"8,82","30,90858","144,1952","48,48099"
"8,83","30,84898","144,3617","48,63866"
"8,84","30,85375","144,5285","48,80524"
"8,85","30,94196","144,6951","48,85356"
"8,86","31,03813","144,8617","49,01123"
"8,87","31,04925","145,0285","49,05065"
"8,88","30,97296","145,1952","49,06718"
"8,89","30,87918","145,3619","49,07481"
"8,9","30,85931","145,5284","49,16255"
"8,91","30,95309","145,695","49,18544"
"8,92","31,08581","145,8619","49,18544"
"8,93","31,14144","146,0286","49,18544"
"8,94","31,09694","146,195","49,18544"
"8,95","31,03177","146,3618","49,18544"
"8,96","31,04448","146,5285","49,18544"
"8,97","31,15734","146,695","49,18544"
"8,98","31,28926","146,8618","49,32785"
"8,99","31,32979","147,0286","49,40033"
"9","31,26303","147,195","49,53384"
"9,01","31,17482","147,3617","49,70932"
"9,02","31,15734","147,5286","49,764"
"9,03","31,24714","147,6952","49,764"
"9,04","31,36396","147,8617","49,764"
"9,05","31,39337","148,0285","49,764"
"9,06","31,32105","148,1952","49,85936"
"9,07","31,22965","148,3618","49,91531"
"9,08","31,23204","148,5286","49,91531"
"9,09","31,37509","148,6952","49,91531"
"9,1","31,54516","148,8619","49,91531"
"9,11","31,5992","149,0284","49,92294"
"9,12","31,53006","149,1951","50,0412"
"9,13","31,44026","149,3619","50,2154"
"9,14","31,42913","149,5286","50,28661"
"9,15","31,52609","149,695","50,39851"
"9,16","31,64212","149,8617","50,46082"
"9,17","31,65325","150,0286","50,61213"
"9,18","31,55708","150,195","50,69097"
"9,19","31,44026","150,3617","50,69097"
"9,2","31,40132","150,5286","50,68334"
"9,21","31,4943","150,6951","50,69097"
"9,22","31,6445","150,8617","50,69097"
"9,23","31,71206","151,0285","50,69097"
"9,24","31,66676","151,1951","50,8105"
"9,25","31,57775","151,3617","50,86517"
"9,26","31,54516","151,5284","50,9847"
"9,27","31,6294","151,6951","51,03175"
"9,28","31,76371","151,8619","51,15128"
"9,29","31,82173","152,0285","51,20595"
"9,3","31,77961","152,1951","51,30895"
"9,31","31,70331","152,3619","51,35727"
"9,32","31,68424","152,5286","51,35727"
"9,33","31,79232","152,6951","51,35727"
"9,34","31,95445","152,8619","51,35727"
"9,35","32,022","153,0286","51,47552"
"9,36","31,95922","153,195","51,52257"
"9,37","31,84875","153,3618","51,52257"
"9,38","31,8114","153,5287","51,66626"
"9,39","31,91789","153,6951","51,72094"
"9,4","32,07524","153,8617","51,83156"
"9,41","32,13406","154,0285","51,87988"
"9,42","32,06651","154,1951","51,87988"
"9,43","31,96081","154,3618","51,87988"
"9,44","31,92584","154,5285","52,00704"
"9,45","32,02836","154,6952","52,06935"
"9,46","32,19207","154,8618","52,06935"
"9,47","32,2636","155,0285","52,20413"
"9,48","32,18571","155,1952","52,26771"
"9,49","32,04584","155,362","52,26771"
"9,5","31,97432","155,5285","52,26771"
"9,51","32,04902","155,695","52,35545"
"9,52","32,19922","155,8619","52,4025"
"9,53","32,26916","156,0285","52,51312"
"9,54","32,20797","156,1949","52,56144"
"9,55","32,11101","156,3617","52,56144"
"9,56","32,09829","156,5285","52,56144"
"9,57","32,20797","156,695","52,70386"
"9,58","32,36771","156,8618","52,75853"
"9,59","32,45354","157,0286","52,75853"
"9,6","32,41698","157,1951","52,75853"
"9,61","32,32479","157,3616","52,90222"
"9,62","32,28823","157,5286","52,9569"
"9,63","32,36294","157,6952","53,05989"
"9,64","32,48612","157,8618","53,09932"
"9,65","32,53142","158,0285","53,10822"
"9,66","32,46466","158,1951","53,21121"
"9,67","32,36055","158,3619","53,243"
"9,68","32,32877","158,5285","53,2341"
"9,69","32,43049","158,6952","53,2341"
"9,7","32,59023","158,8619","53,25063"
"9,71","32,6705","159,0285","53,38542"
"9,72","32,61487","159,195","53,45662"
"9,73","32,49168","159,3619","53,59904"
"9,74","32,43049","159,5285","53,64609"
"9,75","32,50917","159,6949","53,64609"
"9,76","32,66096","159,8617","53,77324"
"9,77","32,74043","160,0287","53,83682"
"9,78","32,69513","160,1952","53,82919"
"9,79","32,58546","160,3618","53,82919"
"9,8","32,52904","160,5285","53,82919"
"9,81","32,60851","160,6951","53,82919"
"9,82","32,77381","160,8617","53,82919"
"9,83","32,87951","161,0286","53,95508"
"9,84","32,85487","161,1952","54,01103"
"9,85","32,75315","161,3618","54,12928"
"9,86","32,68798","161,5284","54,20049"
"9,87","32,75156","161,6951","54,32002"
"9,88","32,90017","161,8619","54,36707"
"9,89","32,98759","162,0284","54,34418"
"9,9","32,93991","162,195","54,48659"
"9,91","32,82944","162,3619","54,43064"
"9,92","32,77461","162,5286","54,36707"
"9,93","32,84613","162,6951","54,47896"
"9,94","32,98759","162,8618","54,52601"
"9,95","33,07422","163,0286","54,52601"
"9,96","33,05435","163,195","54,68496"
"9,97","32,98044","163,3617","54,88205"
"9,98","32,94389","163,5287","54,92147"
"9,99","33,01382","163,6951","55,05626"
"10","33,16005","163,8617","55,10457"
"10,01","33,25383","164,0286","55,10457"
"10,02","33,21648","164,1951","55,19104"
"10,03","33,10442","164,3618","55,24699"
"10,04","33,02813","164,5285","55,23936"
"10,05","33,07502","164,6952","55,23936"
"10,06","33,2125","164,8619","55,23936"
"10,07","33,30548","165,0286","55,23173"
"10,08","33,26575","165,1951","55,39703"
"10,09","33,14734","165,3619","55,46061"
"10,1","33,06786","165,5284","55,46061"
"10,11","33,11713","165,695","55,54835"
"10,12","33,26734","165,8618","55,5954"
"10,13","33,38973","166,0286","55,60303"
"10,14","33,38496","166,195","55,74672"
"10,15","33,28085","166,3617","55,78613"
"10,16","33,19343","166,5285","55,78613"
"10,17","33,23476","166,695","55,89676"
"10,18","33,3937","166,8617","55,94381"
"10,19","33,5304","167,0286","56,05571"
"10,2","33,53516","167,1951","56,10275"
"10,21","33,44536","167,3617","56,24517"
"10,22","33,37781","167,5285","56,30112"
"10,23","33,42311","167,6952","56,29222"
"10,24","33,56616","167,8618","56,14217"
"10,25","33,68378","168,0284","56,10275"
"10,26","33,6949","168,1951","56,24517"
"10,27","33,62338","168,3618","56,28459"
"10,28","33,55265","168,5285","56,29222"
"10,29","33,5749","168,6951","56,40411"
"10,3","33,69649","168,8619","56,61774"
"10,31","33,80219","169,0286","56,68132"
"10,32","33,78709","169,1951","56,7042"
"10,33","33,6655","169,3619","56,8161"
"10,34","33,54629","169,5286","56,87078"
"10,35","33,55503","169,695","56,85552"
"10,36","33,69649","169,8617","56,87968"
"10,37","33,8316","170,0287","56,98268"
"10,38","33,84908","170,1951","57,02972"
"10,39","33,76007","170,3617","57,02972"
"10,4","33,66947","170,5285","57,14035"
"10,41","33,67503","170,6952","57,17977"
"10,42","33,79345","170,8618","57,18867"
"10,43","33,92855","171,0285","57,32219"
"10,44","33,97465","171,1951","57,3705"
"10,45","33,91187","171,3617","57,37813"
"10,46","33,82047","171,5283","57,49766"
"10,47","33,81173","171,695","57,54471"
"10,48","33,91187","171,8619","57,64771"
"10,49","34,03187","172,0286","57,68712"
"10,5","34,07637","172,1951","57,68712"
"10,51","34,02074","172,3619","57,68712"
"10,52","33,93014","172,5286","57,67949"
"10,53","33,91187","172,695","57,66296"
"10,54","34,00246","172,8619","57,68712"
"10,55","34,12803","173,0287","57,81428"
"10,56","34,18922","173,1951","57,86133"
"10,57","34,15744","173,3618","57,86896"
"10,58","34,08988","173,5287","57,96432"
"10,59","34,09465","173,6952","58,00374"
"10,6","34,20194","173,8617","58,00374"
"10,61","34,31002","174,0284","58,17795"
"10,62","34,31479","174,195","58,24916"
"10,63","34,22181","174,3617","58,24153"
"10,64","34,12406","174,5285","58,34452"
"10,65","34,11929","174,6952","58,40047"
"10,66","34,21148","174,8619","58,40047"
"10,67","34,314","175,0286","58,40047"
"10,68","34,34499","175,195","58,40047"
"10,69","34,28459","175,3618","58,52763"
"10,7","34,1932","175,5284","58,57468"
"10,71","34,1773","175,695","58,6853"
"10,72","34,26949","175,8619","58,73362"
"10,73","34,38791","176,0287","58,87604"
"10,74","34,44513","176,195","58,95488"
"10,75","34,40698","176,3617","58,95488"
"10,76","34,32115","176,5285","58,95488"
"10,77","34,314","176,695","58,94725"
"10,78","34,42208","176,8617","58,94725"
"10,79","34,56116","177,0286","58,94725"
"10,8","34,64143","177,1951","59,05024"
"10,81","34,62394","177,3617","59,11382"
"10,82","34,554","177,5285","59,20792"
"10,83","34,54288","177,6953","59,38339"
"10,84","34,61917","177,8619","59,43044"
"10,85","34,70977","178,0285","59,54107"
"10,86","34,75507","178,1951","59,60464"
"10,87","34,71454","178,362","59,60464"
"10,88","34,61997","178,5286","59,60464"
"10,89","34,58182","178,6951","59,59702"
"10,9","34,6446","178,8618","59,61227"
"10,91","34,73918","179,0285","59,61227"
"10,92","34,79083","179,195","59,70764"
"10,93","34,76064","179,3618","59,74706"
"10,94","34,68275","179,5286","59,74706"
"10,95","34,6597","179,695","59,85006"
"10,96","34,72567","179,8617","59,89838"
"10,97","34,82898","180,0286","60,06368"
"10,98","34,89971","180,1952","60,14379"
"10,99","34,88461","180,3618","60,26204"
"11","34,80752","180,5285","60,31799"
"11,01","34,77176","180,6951","60,31799"
"11,02","34,82898","180,8617","60,31036"
"11,03","34,93388","181,0285","60,31799"
"11,04","35,01256","181,1951","60,31036"
"11,05","35,01097","181,3618","60,42099"
"11,06","34,95216","181,5284","60,46804"
"11,07","34,9315","181,6951","60,61045"
"11,08","34,98793","181,8619","60,67403"
"11,09","35,0825","182,0286","60,68166"
"11,1","35,14767","182,195","60,78466"
"11,11","35,13336","182,3618","60,83298"
"11,12","35,06263","182,5286","60,93597"
"11,13","35,02369","182,6951","60,95886"
"11,14","35,0682","182,8618","60,96776"
"11,15","35,17866","183,0287","60,96776"
"11,16","35,28595","183,1951","60,95886"
"11,17","35,31138","183,3618","60,95886"
"11,18","35,25972","183,5286","61,12544"
"11,19","35,21283","183,6951","61,18901"
"11,2","35,23032","183,8617","61,19664"
"11,21","35,30423","184,0285","61,31617"
"11,22","35,36701","184,1952","61,37975"
"11,23","35,35112","184,3619","61,49038"
"11,24","35,27324","184,5285","61,53743"
"11,25","35,21442","184,6951","61,53743"
"11,26","35,22555","184,8618","61,5298"
"11,27","35,31535","185,0285","61,53743"
"11,28","35,41629","185,195","61,68874"
"11,29","35,44569","185,3619","61,75232"
"11,3","35,41231","185,5286","61,75995"
"11,31","35,39165","185,695","61,90236"
"11,32","35,43059","185,8617","61,95831"
"11,33","35,51324","186,0285","61,95831"
"11,34","35,5808","186,195","62,06894"
"11,35","35,58238","186,3617","62,10836"
"11,36","35,52437","186,5286","62,23552"
"11,37","35,46","186,6951","62,27493"
